date, pm25, pm10, o3, no2, so2, co
2024/8/6, , 10, 40, , 5, 
2024/8/7, , 10, 43, , 7, 
2024/8/9, , 21, 37, , 7, 
2024/8/10, , 18, 34, , 8, 
2024/8/11, , 28, 36, 5, 10, 6
2024/8/12, , 26, 33, , 5, 7
2024/8/13, , 31, 53, 8, 7, 7
2024/8/15, , 37, 42, 7, 7, 7
2024/8/16, , 39, 35, 7, 6, 6
2024/8/17, , 31, 32, , 5, 10
2024/8/18, , 31, 38, , 6, 6
2024/8/19, , 25, 40, , 7, 7
2024/8/20, , 30, 43, 6, 6, 7
2024/8/21, , 30, 34, 10, 7, 
2024/8/22, , 24, 32, , 5, 
2024/8/23, , 29, 40, 8, 8, 
2024/8/24, , 32, 36, 4, 7, 3
2024/8/25, , 30, 36, , 7, 6
2024/8/26, , 32, 44, , 7, 
2024/8/27, , 47, 39, 22, 6, 6
2024/8/28, , 35, 37, 6, 6, 7
2024/8/29, , 31, 38, , 8, 6
2024/8/30, , 27, 37, , 7, 7
2024/8/31, , 44, 36, , 7, 7
2024/9/1, , 21, 35, , 6, 7
2024/9/2, , 28, 35, , 6, 9
2024/9/3, , 32, 37, , 8, 
2024/9/4, , 30, 40, , 8, 
2024/3/31, , 45, 31, 42, 5, 10
2024/4/3, , 50, 22, 27, 5, 9
2024/4/13, , 31, 28, 17, 5, 2
2024/4/17, , 41, 33, , , 10
2024/4/20, , 8, 32, 17, 6, 10
2024/4/22, , 30, 33, 22, 6, 10
2024/4/24, , 57, , , , 
2024/4/26, , 24, 14, 22, 6, 10
2024/5/11, , 20, 33, 25, 6, 9
2024/5/14, , 23, 26, 41, , 11
2024/5/19, , 53, 39, 45, 6, 14
2024/5/23, , 20, 35, 29, 6, 12
2024/5/26, , 25, 18, 9, 5, 12
2024/5/28, , 46, 30, 31, 5, 12
2024/5/30, , 46, 27, 28, 5, 11
2024/6/1, , 34, , 20, 6, 11
2024/6/6, , 35, , 40, 7, 12
2024/6/13, , 52, 8, 34, 7, 14
2024/6/16, , 16, 36, 24, 9, 12
2024/6/19, , 23, 40, , 8, 
2024/6/21, , 35, 40, , 8, 
2024/6/22, , 28, 45, , 8, 
2024/6/23, , 28, 29, , 6, 
2024/7/1, , 24, 30, 6, 7, 5
2024/1/2, , 36, 8, 12, 10, 3
2024/1/16, , 25, , 15, 7, 4
2024/1/22, , 37, 18, 27, 5, 2
2024/2/4, , 37, 13, 43, 7, 7
2024/2/5, , 37, 27, 14, 6, 2
2024/2/9, , 26, 24, 24, 7, 2
2024/2/11, , 17, 28, 19, 7, 2
2024/2/18, , 24, 15, 13, 7, 
2024/3/6, , 28, 5, 48, 5, 4
2024/3/9, , 23, 8, 31, 5, 4
2024/3/11, , 22, 27, 36, 7, 2
2024/3/13, , 15, 27, 37, 5, 5
2024/3/18, , 27, 27, 52, 5, 8
2024/3/20, , 25, 26, 32, 5, 4
2024/3/25, , 21, 24, 46, 6, 8
2023/10/24, , 48, 11, 30, 4, 11
2023/11/14, , 25, 13, 10, 6, 2
2023/11/15, , 22, 10, 24, 4, 5
2023/11/16, , 42, 11, , , 3
2023/11/20, , 34, 14, 13, 7, 4
2023/11/21, , 24, 11, , 6, 2
2023/11/24, , 24, 12, , 6, 1
2023/12/7, , 17, 11, 23, 7, 3
2023/4/1, , 32, , 20, 2, 48
2023/4/2, , 32, , 20, 2, 48
2023/4/3, , 34, , 30, 2, 48
2023/4/4, , 40, , 16, 2, 52
2023/4/5, , 21, , 11, 2, 54
2023/4/6, , 24, , 9, 3, 56
2023/4/7, , 25, , 11, 2, 54
2023/4/8, , 29, , 15, 2, 54
2023/4/9, , 45, , 17, 2, 56
2023/4/10, , 50, , , 2, 58
2023/4/11, , 34, , 31, 2, 57
2023/5/7, , 28, 8, 34, 1, 12
2023/5/8, , 34, 9, 41, 1, 6
2023/5/9, , 38, 8, 38, 1, 6
2023/5/10, , 43, 7, 32, 1, 5
2023/5/11, , 37, 7, 33, 1, 5
2023/2/25, , 38, 9, , 2, 
2023/2/26, , 38, 11, , 2, 
2023/2/27, , 52, 9, , 2, 
2023/2/28, , 70, 10, , 2, 
2023/3/1, , 70, 8, 44, 2, 57
2023/3/24, , 41, , 12, 2, 57
2023/3/25, , 40, , 15, 3, 53
2023/3/26, , 40, , 13, 2, 51
2023/3/27, , 30, , 16, 2, 49
2023/3/28, , 16, , 7, 2, 50
2023/3/29, , 26, , 7, 2, 52
2023/3/30, , 32, , 10, 2, 53
2023/3/31, , 29, , 15, 2, 53
2022/6/16, , 44, , , 3, 
2022/6/17, , 43, , , 3, 6
2022/6/18, , 42, , , 3, 5
2022/6/19, , 39, , , 3, 6
2022/6/20, , 40, , , 4, 6
2022/6/21, , 37, , , 3, 6
2022/6/22, , 45, , , 3, 7
2022/6/23, , 50, , 2, 3, 6
2021/10/4, , 39, , , 9, 
2021/10/5, , 41, , , 9, 
2021/10/6, , 42, , , 10, 
2021/10/7, , 58, , , 12, 
2021/10/8, , 53, , , 10, 
2021/10/9, , 55, , , 9, 
2021/10/10, , 51, , , 8, 
2021/10/11, , 44, , , 7, 
2021/10/12, , 30, , , 7, 
2021/10/13, , 40, , , 8, 
2021/10/14, , 34, , , 7, 
2021/10/15, , 29, , , 7, 
2021/10/16, , 23, , , 7, 
2021/10/17, , 38, , , 9, 
2021/10/18, , 45, , , 8, 
2021/10/19, , 44, , , , 
2021/11/7, , 62, , 63, 9, 8
2021/9/19, , 44, , 31, 7, 2
2020/10/1, , 26, , , 4, 
2020/10/2, , 30, , , 4, 
2020/10/3, , 39, , , 4, 
2020/10/4, , 45, , , 4, 
2020/10/5, , 58, , , 5, 
2020/10/6, , 65, , , 5, 
2020/10/7, , 64, , , 4, 
2020/10/8, , 60, , , 4, 
2020/10/9, , 41, , , 4, 
2020/10/10, , 26, , , 4, 
2020/10/11, , 31, , , 4, 
2020/10/12, , 41, , , 4, 
2020/10/13, , 33, , , 4, 
2020/10/14, , 30, , , 3, 
2020/10/15, , 28, , , 3, 
2020/10/16, , 31, , , 4, 
2020/10/17, , 39, , , 4, 
2020/10/18, , 47, , , 3, 
2020/10/19, , 47, , , 5, 
2020/10/20, , 45, , , 6, 
2020/10/21, , 39, , , 5, 
2020/10/22, , 47, , , 5, 
2020/10/23, , 53, , , 5, 
2020/10/24, , 59, , , 5, 
2020/10/25, , 63, , , 4, 
2020/10/26, , 49, , , 4, 
2020/10/27, , 36, , , 4, 
2020/10/28, , 39, , , 4, 
2020/7/1, , 37, , , 2, 
2020/7/2, , 48, , , 1, 
2020/7/3, , 53, , , 1, 
2020/7/4, , 53, , , 1, 
2020/7/5, , 54, , , 1, 
2020/7/6, , 54, , , 2, 
2020/7/7, , 47, , , , 
2020/7/8, , 50, , , 2, 
2020/7/9, , 46, , , 4, 
2020/7/10, , 45, , , 4, 
2020/7/11, , 49, , , 4, 
2020/7/12, , 50, , , 4, 
2020/7/13, , 50, , , 4, 
2020/7/14, , 45, , , 5, 
2020/7/15, , 39, , , 4, 
2020/7/16, , 37, , , 5, 
2020/7/17, , 34, , , , 
2020/7/18, , 33, , , , 
2020/7/20, , 48, , , 4, 
2020/7/21, , 45, , , 4, 
2020/7/22, , 42, , , 4, 
2020/7/23, , 48, , , 5, 
2020/7/24, , 51, , , 5, 
2020/7/25, , 51, , , 4, 
2020/7/26, , 47, , , 5, 
2020/7/27, , 47, , , 5, 
2020/7/28, , 46, , , 5, 
2020/7/29, , 49, , , 5, 
2020/7/30, , 51, , , 4, 
2020/7/31, , 50, , , 4, 
2020/8/1, , 31, , , 4, 
2020/8/2, , 34, , , 5, 
2020/8/3, , 38, , , 5, 
2020/8/4, , 35, , , 4, 
2020/8/5, , 41, , , 4, 
2020/8/6, , 47, , , 4, 
2020/8/7, , 50, , , 4, 
2020/8/8, , 42, , , 5, 
2020/8/9, , 43, , , 8, 
2020/8/10, , 51, , , 8, 
2020/8/11, , 48, , , 3, 
2020/8/12, , 44, , , 3, 
2020/8/13, , 42, , , 3, 
2020/8/14, , 40, , , 4, 
2020/8/15, , 35, , , 3, 
2020/8/16, , 35, , , 3, 
2020/8/17, , 39, , , 3, 
2020/8/18, , 39, , , 3, 
2020/8/19, , 38, , , 3, 
2020/8/20, , 44, , , 3, 
2020/8/21, , 37, , , 3, 
2020/8/22, , 41, , , 3, 
2020/8/23, , 45, , , 3, 
2020/8/24, , 43, , , 3, 
2020/8/25, , 49, , , 3, 
2020/8/26, , 48, , , 3, 
2020/8/27, , 43, , , 3, 
2020/8/28, , 39, , , 3, 
2020/8/29, , 53, , , 3, 
2020/8/30, , 57, , , 3, 
2020/8/31, , 52, , , 3, 
2020/9/1, , 49, , , 3, 
2020/9/2, , 50, , , 3, 
2020/9/3, , 51, , , 3, 
2020/9/4, , 56, , , 3, 
2020/9/5, , 57, , , 2, 
2020/9/6, , 41, , , 3, 
2020/9/7, , 42, , , 2, 
2020/9/8, , 50, , , 1, 
2020/9/9, , 55, , , 2, 
2020/9/10, , 53, , , 2, 
2020/9/11, , 50, , , 1, 
2020/9/12, , 54, , , , 
2020/9/13, , 53, , , , 
2020/9/14, , 51, , , , 
2020/9/15, , 54, , , , 
2020/9/16, , 56, , , , 
2020/9/17, , 56, , , , 
2020/9/18, , 57, , , , 
2020/9/19, , 52, , , , 
2020/9/20, , 50, , , , 
2020/9/21, , 39, , , , 
2020/9/22, , 40, , , , 
2020/9/23, , 44, , , , 
2020/9/24, , 42, , , , 
2020/9/25, , 40, , , , 
2020/9/26, , 42, , , , 
2020/9/27, , 40, , , , 
2020/9/28, , 37, , , 2, 
2020/9/29, , 61, , , 4, 
2020/9/30, , 42, , , 4, 
2020/4/1, , 54, , , 2, 
2020/4/2, , 42, , , 1, 
2020/4/3, , 19, , , 2, 
2020/4/4, , 37, , , 1, 
2020/4/5, , 47, , , 2, 
2020/4/6, , 50, , , 2, 
2020/4/7, , 36, , , 3, 
2020/4/8, , 35, , , 4, 
2020/4/9, , 40, , , 3, 
2020/4/10, , 38, , , 3, 
2020/4/11, , 37, , , 2, 
2020/4/12, , 41, , , 3, 
2020/4/13, , 35, , , 1, 
2020/4/14, , 40, , , 3, 
2020/4/15, , 41, , , 2, 
2020/4/16, , 32, , , 3, 
2020/4/17, , 29, , , 2, 
2020/4/18, , 37, , , 2, 
2020/4/19, , 31, , , 2, 
2020/4/20, , 33, , 3, 3, 2
2020/4/21, , 48, , 3, 4, 2
2020/4/22, , 52, , 3, 3, 1
2020/4/23, , 44, , 3, 3, 1
2020/4/24, , 33, , 3, 3, 1
2020/4/25, , 31, , 3, 2, 1
2020/4/26, , 29, , 3, 1, 1
2020/4/27, , 29, , , 3, 
2020/4/28, , 34, , , 1, 
2020/4/29, , 41, , , 1, 
2020/4/30, , 36, , , 1, 
2020/5/1, , 30, , , 1, 
2020/5/2, , 27, , , 1, 
2020/5/3, , 27, , , 1, 
2020/5/4, , 20, , , 2, 
2020/5/5, , 21, , , 1, 
2020/5/6, , 25, , , 2, 
2020/5/7, , 29, , , 1, 
2020/5/8, , 32, , , 1, 
2020/5/9, , 27, , , 1, 
2020/5/10, , 27, , , 1, 
2020/5/11, , 33, , , 1, 
2020/5/12, , 30, , , 1, 
2020/5/13, , 34, , , 1, 
2020/5/14, , 51, , , 2, 
2020/5/15, , 64, , , 2, 
2020/5/16, , 68, , , 2, 
2020/5/17, , 70, , , 2, 
2020/5/18, , 77, , , 2, 
2020/5/19, , 77, , , 2, 
2020/5/20, , 75, , , 2, 
2020/5/21, , 73, , , 2, 
2020/5/22, , 38, , , 2, 
2020/5/23, , 25, , , 2, 
2020/5/24, , 20, , , 2, 
2020/5/25, , 19, , , 2, 
2020/5/26, , 23, , , 2, 
2020/5/27, , 21, , , 2, 
2020/5/28, , 16, , , 2, 
2020/5/29, , 19, , , 2, 
2020/5/30, , 23, , , 2, 
2020/5/31, , 19, , , 2, 
2020/6/1, , 22, , , 2, 
2020/6/2, , 28, , , 3, 
2020/6/3, , 26, , , 6, 
2020/6/4, , 30, , , 6, 
2020/6/5, , 23, , , 6, 
2020/6/6, , 27, , , 5, 
2020/6/7, , 31, , , 5, 
2020/6/8, , 44, , , 3, 
2020/6/9, , 35, , , 3, 
2020/6/10, , 41, , , 2, 
2020/6/11, , 35, , , 2, 
2020/6/12, , 31, , , 2, 
2020/6/13, , 33, , , 2, 
2020/6/14, , 34, , , 2, 
2020/6/15, , 30, , , 2, 
2020/6/16, , 33, , , 2, 
2020/6/17, , 37, , , 2, 
2020/6/18, , 33, , , 2, 
2020/6/19, , 27, , , 2, 
2020/6/20, , 26, , , 2, 
2020/6/21, , 32, , , 2, 
2020/6/22, , 44, , , 1, 
2020/6/23, , 37, , , 1, 
2020/6/24, , 27, , , 1, 
2020/6/25, , 28, , , , 
2020/6/29, , 42, , , 4, 
2020/6/30, , 37, , , 2, 
2020/1/1, , 36, , , 8, 
2020/1/2, , 25, , , 11, 
2020/1/3, , 21, , , 13, 
2020/1/4, , 28, , , 9, 
2020/1/5, , 44, , , 7, 
2020/1/6, , 34, , , 8, 
2020/1/7, , 15, , , 9, 
2020/1/8, , 14, , , 9, 
2020/1/9, , 19, , , 13, 
2020/1/10, , 31, , , 11, 
2020/1/11, , 55, , , 15, 
2020/1/12, , 60, , , 14, 
2020/1/13, , 54, , , 11, 
2020/1/14, , 53, , , 15, 
2020/1/15, , 66, , , 23, 
2020/1/16, , 64, , , 13, 
2020/1/17, , 48, , , 12, 
2020/1/18, , 34, , , 12, 
2020/1/19, , 31, , , 12, 
2020/1/20, , 28, , , 9, 
2020/1/21, , 26, , , 11, 
2020/1/22, , 33, , , 13, 
2020/1/23, , 55, , , 10, 
2020/1/24, , 41, , , 11, 
2020/1/25, , 38, , , 13, 
2020/1/26, , 55, , , 12, 
2020/1/27, , 55, , , 7, 
2020/1/28, , 27, , , 7, 
2020/1/29, , 34, , , 8, 
2020/1/30, , 31, , , 9, 
2020/1/31, , 25, , , 8, 
2020/2/1, , 30, , , 8, 
2020/2/2, , 41, , , 9, 
2020/2/3, , 32, , , 8, 
2020/2/4, , 25, , , 7, 
2020/2/5, , 19, , , 7, 
2020/2/6, , 15, , , 8, 
2020/2/7, , 14, , , 8, 
2020/2/8, , 26, , , 7, 
2020/2/9, , 24, , , 8, 
2020/2/10, , 38, , , 9, 
2020/2/11, , 34, , , 9, 
2020/2/12, , 35, , , 9, 
2020/2/13, , 34, , , 11, 
2020/2/14, , 34, , , 9, 
2020/2/15, , 35, , , 11, 
2020/2/16, , 25, , , 13, 
2020/2/17, , 27, , , 12, 
2020/2/18, , 35, , , 12, 
2020/2/19, , 49, , , 10, 
2020/2/20, , 49, , , 10, 
2020/2/21, , 28, , , 7, 
2020/2/22, , 25, , , 5, 
2020/2/23, , 34, , , 5, 
2020/2/24, , 47, , , 10, 
2020/2/25, , 59, , , 6, 
2020/2/26, , 67, , , 5, 
2020/2/27, , 44, , , 4, 
2020/2/28, , 26, , , 4, 
2020/2/29, , 20, , , 5, 
2020/3/1, , 23, , , 5, 
2020/3/2, , 43, , , 7, 
2020/3/3, , 41, , , 6, 
2020/3/4, , 34, , , 3, 
2020/3/5, , 27, , , 3, 
2020/3/6, , 25, , , 5, 
2020/3/7, , 30, , , 7, 
2020/3/8, , 31, , , 6, 
2020/3/9, , 41, , , 3, 
2020/3/10, , 27, , , 4, 
2020/3/11, , 21, , , 6, 
2020/3/12, , 27, , , 7, 
2020/3/13, , 38, , , 7, 
2020/3/14, , 46, , , 5, 
2020/3/15, , 55, , , 6, 
2020/3/16, , 39, , , 6, 
2020/3/17, , 40, , , 7, 
2020/3/18, , 33, , , 5, 
2020/3/19, , 33, , , 4, 
2020/3/20, , 43, , , 4, 
2020/3/21, , 35, , , 2, 
2020/3/22, , 45, , , 3, 
2020/3/23, , 35, , , 4, 
2020/3/24, , 49, , , 5, 
2020/3/25, , 50, , , 5, 
2020/3/26, , 55, , , 3, 
2020/3/27, , 61, , , 1, 
2020/3/28, , 57, , , 1, 
2020/3/29, , 62, , , , 
2019/10/1, , 33, , 10, 7, 2
2019/10/2, , 34, , 6, 6, 1
2019/10/3, , 18, , 5, 6, 1
2019/10/4, , 19, , 5, 6, 1
2019/10/5, , 11, , 6, 6, 1
2019/10/6, , 15, , 7, 6, 2
2019/10/7, , 29, , 6, 6, 1
2019/10/8, , 27, , 7, 6, 1
2019/10/9, , 30, , 7, 7, 2
2019/10/10, , 30, , 9, 7, 3
2019/10/11, , 44, , 9, 7, 1
2019/10/12, , 31, , 8, 7, 1
2019/10/13, , 34, , 8, 7, 2
2019/10/14, , 52, , 9, 7, 3
2019/10/15, , 56, , 9, 10, 2
2019/10/16, , 129, , 8, 2, 2
2019/10/17, , 51, , 7, 1, 2
2019/10/18, , 50, , 7, 2, 2
2019/10/19, , 53, , 8, 6, 3
2019/10/20, , 58, , 9, 6, 2
2019/10/21, , 45, , 10, 4, 1
2019/10/22, , 40, , 9, 4, 1
2019/10/23, , 35, , 11, 5, 1
2019/10/24, , 37, , 11, 7, 2
2019/10/25, , 50, , 10, 5, 1
2019/10/26, , 38, , 8, 3, 1
2019/10/27, , 26, , 9, 5, 1
2019/10/28, , 38, , 9, 3, 2
2019/10/29, , 45, , 12, 5, 3
2019/10/30, , 46, , 10, 4, 3
2019/10/31, , 49, , 9, 2, 1
2019/11/1, , 31, , 9, 2, 1
2019/11/2, , 20, , 9, 2, 2
2019/11/3, , 27, , 7, 2, 1
2019/11/4, , 26, , 6, 1, 1
2019/11/5, , 16, , 6, 2, 1
2019/11/6, , 26, , 6, 3, 1
2019/11/7, , 27, , 6, 3, 1
2019/11/8, , 37, 2, 3, 2, 1
2019/11/9, , 35, 2, 3, 2, 2
2019/11/10, , 33, 2, 2, 2, 2
2019/11/11, , 40, 2, 9, 2, 4
2019/11/12, , 38, 2, 4, 2, 3
2019/11/13, , 45, 2, 3, 2, 3
2019/11/14, , 38, 2, 7, 2, 2
2019/11/15, , 28, , 10, 4, 3
2019/11/16, , 47, , 9, 4, 5
2019/11/17, , 46, , 10, 5, 5
2019/11/18, , 56, , 8, 5, 5
2019/11/19, , 61, , 10, 4, 4
2019/11/20, , 61, , 8, 5, 2
2019/11/21, , 52, , 7, 3, 2
2019/11/22, , 50, , , 3, 1
2019/11/23, , 39, , , 4, 
2019/11/24, , 44, , 7, 3, 3
2019/11/25, , 42, , 5, 2, 2
2019/11/26, , 18, , 7, 3, 4
2019/11/27, , 24, , 5, 3, 4
2019/11/28, , 42, , 5, 3, 2
2019/11/29, , 27, , 5, 3, 3
2019/11/30, , 18, , 5, 4, 2
2019/12/1, , 20, , 7, 5, 2
2019/12/2, , 20, , 7, 4, 4
2019/12/3, , 39, , 8, 4, 4
2019/12/4, , 43, , 7, 6, 1
2019/12/5, , 27, , 8, 8, 2
2019/12/6, , 25, , 9, 5, 5
2019/12/7, , 42, , 8, 6, 4
2019/12/8, , 53, , 9, 8, 3
2019/12/9, , 43, , 9, 7, 5
2019/12/10, , 48, , 9, 4, 6
2019/12/11, , 39, , 6, 3, 3
2019/12/12, , 22, , 5, 5, 2
2019/12/13, , 26, , 5, 7, 2
2019/12/14, , 20, , 8, 8, 3
2019/12/15, , 20, , 8, 9, 7
2019/12/16, , 46, , 9, 9, 6
2019/12/17, , 57, , 10, 8, 7
2019/12/18, , 61, , 8, 9, 6
2019/12/19, , 62, , , 9, 
2019/12/20, , 58, , , 10, 
2019/12/21, , 59, , , 8, 
2019/12/22, , 34, , , 7, 
2019/12/23, , 20, , , 7, 
2019/12/24, , 13, , , 11, 
2019/12/25, , 33, , , 14, 
2019/12/26, , 38, , , 12, 
2019/12/27, , 23, , , 12, 
2019/12/28, , 41, , , 11, 
2019/12/29, , 41, , , , 
2019/7/1, , 18, , 9, 7, 1
2019/7/2, , 24, , 10, 6, 1
2019/7/3, , 39, , 10, 6, 1
2019/7/4, , 42, , 9, 8, 1
2019/7/5, , 33, , 8, 8, 1
2019/7/6, , 28, , 8, 7, 1
2019/7/7, , 24, , 9, 8, 1
2019/7/8, , 24, , 8, 7, 1
2019/7/9, , 34, , 9, 6, 1
2019/7/10, , 27, , 8, 9, 1
2019/7/11, , 69, , 8, 7, 2
2019/7/12, , 18, , 8, 9, 1
2019/7/13, , 24, , 8, 8, 1
2019/7/14, , 28, , 7, 10, 1
2019/7/15, , 24, , 8, 7, 1
2019/7/16, , 22, , 9, 5, 1
2019/7/17, , 27, , 7, 5, 1
2019/7/18, , 19, , 8, 6, 1
2019/7/19, , 22, , 8, 6, 1
2019/7/20, , 31, , 6, 8, 1
2019/7/21, , 26, , 7, 7, 1
2019/7/22, , 31, , 8, 8, 1
2019/7/23, , 33, , 8, 8, 1
2019/7/24, , 30, , 6, 5, 1
2019/7/25, , 20, , 7, 7, 1
2019/7/26, , 24, , 8, 8, 1
2019/7/27, , 33, , 9, 7, 1
2019/7/28, , 31, , 7, 5, 1
2019/7/29, , 25, , 6, 4, 1
2019/7/30, , 24, , 8, 4, 1
2019/7/31, , 29, , 8, 6, 1
2019/8/1, , 29, , 7, 7, 1
2019/8/2, , 29, , 7, 8, 1
2019/8/3, , 21, , 8, 6, 1
2019/8/4, , 32, , 7, 7, 1
2019/8/5, , 25, , 7, 8, 1
2019/8/6, , 58, , 10, 11, 1
2019/8/7, , 24, , 10, 14, 1
2019/8/8, , 32, , 9, 10, 1
2019/8/9, , 36, , 8, 7, 1
2019/8/10, , 21, , 7, 7, 1
2019/8/11, , 25, , 6, 7, 1
2019/8/12, , 21, , 5, 7, 1
2019/8/13, , 24, , 6, 5, 1
2019/8/14, , 32, , 5, 4, 1
2019/8/15, , 28, , 5, 3, 1
2019/8/16, , 29, , 5, 5, 1
2019/8/17, , 24, , 5, 5, 
2019/8/18, , 21, , 7, 6, 1
2019/8/19, , 19, , 7, 6, 1
2019/8/20, , 20, , 7, 5, 1
2019/8/21, , 27, , 6, 5, 1
2019/8/22, , 28, , 5, 4, 1
2019/8/23, , 37, , 7, 5, 1
2019/8/24, , 36, , 8, 5, 1
2019/8/25, , 35, , 8, 5, 1
2019/8/26, , 38, , 7, 5, 1
2019/8/27, , 34, , 8, 8, 1
2019/8/28, , 35, , 7, 8, 1
2019/8/29, , 31, , 6, 8, 1
2019/8/30, , 35, , 6, 8, 1
2019/8/31, , 30, , 7, 8, 1
2019/9/1, , 29, , 7, 6, 1
2019/9/2, , 37, , 7, 5, 1
2019/9/3, , 34, , 9, 8, 1
2019/9/4, , 36, , 8, 7, 1
2019/9/5, , 33, , 7, 6, 1
2019/9/6, , 36, , 7, 8, 1
2019/9/7, , 26, , 7, 8, 1
2019/9/8, , 25, , 8, 8, 1
2019/9/9, , 22, , 7, 8, 1
2019/9/10, , 24, , 8, 7, 1
2019/9/11, , 36, , 8, 6, 1
2019/9/12, , 30, , 7, 6, 1
2019/9/13, , 26, , 7, 7, 1
2019/9/14, , 26, , 6, 6, 1
2019/9/15, , 27, , 7, 7, 1
2019/9/16, , 24, , 8, 9, 2
2019/9/17, , 35, , 10, 7, 2
2019/9/18, , 27, , 11, 9, 2
2019/9/19, , 36, , 9, 8, 2
2019/9/20, , 43, , 7, 8, 
2019/9/21, , 18, , 7, 9, 1
2019/9/22, , 18, , 10, 9, 2
2019/9/23, , 27, , 9, 6, 1
2019/9/24, , 22, , 5, 5, 1
2019/9/25, , 18, , 6, 6, 1
2019/9/26, , 32, , 7, 6, 1
2019/9/27, , 28, , 8, 7, 1
2019/9/28, , 20, , 8, 8, 1
2019/9/29, , 24, , 9, 9, 2
2019/9/30, , 32, , 10, 8, 2
2019/4/1, , 219, , 8, 11, 2
2019/4/2, , 35, , 8, 11, 2
2019/4/4, , 147, , 8, 11, 3
2019/4/5, , 41, , 5, 8, 2
2019/4/6, , 29, , 2, 7, 2
2019/4/7, , 19, , 7, 8, 2
2019/4/8, , 39, , 9, 7, 1
2019/4/9, , 62, , 7, 7, 2
2019/4/10, , 11, , 7, 7, 2
2019/4/11, , 21, , 7, 8, 1
2019/4/12, , 23, , 8, 10, 2
2019/4/13, , 26, , 10, 9, 2
2019/4/14, , 25, , 10, 8, 3
2019/4/15, , 24, , 12, 10, 2
2019/4/16, , 31, , 13, 11, 2
2019/4/17, , 26, , 14, 10, 2
2019/4/18, , 37, , 11, 10, 1
2019/4/19, , 28, , 11, 11, 1
2019/4/20, , 32, , 11, 11, 2
2019/4/21, , 29, , 15, 13, 2
2019/4/22, , 35, , 15, 11, 3
2019/4/23, , 38, , 9, 11, 3
2019/4/24, , 39, , , 11, 
2019/4/25, , 38, , , 9, 
2019/4/26, , 37, , , , 
2019/4/29, , 47, , 7, 8, 1
2019/4/30, , 28, , 7, 8, 1
2019/5/1, , 27, , 8, 7, 1
2019/5/2, , 16, , 13, 9, 2
2019/5/3, , 25, , 23, 8, 2
2019/5/4, , 26, , 16, 9, 1
2019/5/5, , 33, , 16, 8, 1
2019/5/6, , 41, , 24, 8, 1
2019/5/7, , 21, , 22, 8, 2
2019/5/8, , 15, , 23, 10, 2
2019/5/9, , 29, , 16, 9, 1
2019/5/10, , 21, , 19, 8, 2
2019/5/11, , 24, , 25, 9, 2
2019/5/12, , 27, , 27, 9, 2
2019/5/13, , 40, , 24, 9, 2
2019/5/14, , 35, , 24, 9, 1
2019/5/15, , 29, , 21, 9, 1
2019/5/16, , 27, , 19, 12, 1
2019/5/17, , 27, , 18, 9, 1
2019/5/18, , 33, , 18, 8, 2
2019/5/19, , 32, , 19, 10, 1
2019/5/20, , 28, , 16, 10, 1
2019/5/21, , 29, , 9, 2, 1
2019/5/22, , 46, , 11, 3, 1
2019/5/23, , 48, , 9, 4, 1
2019/5/24, , 26, , 8, 4, 1
2019/5/25, , 17, , 12, 7, 2
2019/5/26, , 36, , 12, 7, 2
2019/5/27, , 34, , 12, 7, 1
2019/5/28, , 39, , 10, 5, 1
2019/5/29, , 20, , 11, 5, 1
2019/5/30, , 27, , 11, 8, 2
2019/5/31, , 34, , 9, 9, 1
2019/6/1, , 33, , 8, 5, 1
2019/6/2, , 34, , 7, 5, 1
2019/6/3, , 19, , 6, 4, 1
2019/6/4, , 19, , 7, 4, 1
2019/6/5, , 17, , 7, 4, 1
2019/6/6, , 20, , 7, 7, 1
2019/6/7, , 29, , 8, 7, 1
2019/6/8, , 30, , 8, 6, 1
2019/6/9, , 24, , 8, 4, 1
2019/6/10, , 25, , 9, 3, 1
2019/6/11, , 34, , 8, , 1
2019/6/13, , 37, , 10, 7, 1
2019/6/14, , 33, , 8, 5, 1
2019/6/15, , 28, , 9, 3, 1
2019/6/16, , 27, , 9, 4, 1
2019/6/17, , 32, , 9, 3, 1
2019/6/18, , 28, , 10, 4, 1
2019/6/19, , 33, , 9, 4, 1
2019/6/20, , 23, , 9, 4, 1
2019/6/21, , 29, , 8, 4, 1
2019/6/22, , 26, , 9, 5, 1
2019/6/23, , 26, , 10, 6, 1
2019/6/24, , 32, , 9, 8, 1
2019/6/25, , 40, , 8, 5, 1
2019/6/26, , 39, , 8, 4, 1
2019/6/27, , 29, , 8, 8, 1
2019/6/28, , 35, , 6, 5, 1
2019/6/29, , 32, , 6, 5, 
2019/6/30, , 35, , 7, 5, 1
2019/1/1, , 37, , 26, 13, 1
2019/1/2, , 43, , 26, 9, 6
2019/1/3, , 40, , 26, 9, 3
2019/1/4, , 18, , 26, 6, 4
2019/1/5, , 16, , 26, 6, 2
2019/1/6, , 55, , 26, 9, 2
2019/1/7, , 33, , 26, 9, 1
2019/1/8, , 27, , 26, 7, 4
2019/1/9, , 31, , 26, 6, 
2019/1/10, , 10, , 26, 6, 1
2019/1/11, , 17, , 26, 4, 2
2019/1/12, , 11, , 26, 5, 2
2019/1/13, , 895, , 26, 5, 4
2019/1/16, , 28, , 26, 7, 5
2019/1/17, , 34, , 26, 9, 9
