date, pm25, pm10, o3, no2, so2, co
2017/3/27, , 54, , , 3, 
2017/3/28, , 50, , , 5, 
2017/3/29, , 65, , , 6, 
2017/3/30, , 56, , , 3, 
2017/3/31, , 54, , , 4, 
2016/10/1, , 78, , , 5, 
2016/10/2, , 73, , , 4, 
2016/10/3, , 69, , , 5, 
2016/10/4, , 62, , , 3, 
2016/10/5, , 57, , , 3, 
2016/10/6, , 55, , , 3, 
2016/10/7, , 49, , , 2, 
2016/10/8, , 36, , , 3, 
2016/10/9, , 40, , , 3, 
2016/10/10, , 47, , , 3, 
2016/10/11, , 52, , , 2, 
2016/10/12, , 58, , , 2, 
2016/10/13, , 36, , , 6, 
2016/10/14, , 41, , , 4, 
2016/10/15, , 47, , , 4, 
2016/10/16, , 51, , , 5, 
2016/10/17, , 57, , , 3, 
2016/10/18, , 43, , , 5, 
2016/10/19, , 43, , , 5, 
2016/10/20, , 48, , , 5, 
2016/10/21, , 65, , , 3, 
2016/10/22, , 54, , , 2, 
2016/10/23, , 43, , , 4, 
2016/10/24, , 54, , , 4, 
2016/10/25, , 47, , , 4, 
2016/10/26, , 47, , , 6, 
2016/10/27, , 61, , , 4, 
2016/10/28, , 47, , , 5, 
2016/10/29, , 47, , , 5, 
2016/10/30, , 42, , , 6, 
2016/10/31, , 52, , , 5, 
2016/11/1, , 44, , , 6, 
2016/11/2, , 54, , , 10, 
2016/11/3, , 64, , , 7, 
2016/11/4, , 49, , , 4, 
2016/11/5, , 55, , , 3, 
2016/11/6, , 41, , , 3, 
2016/11/7, , 56, , , 4, 
2016/11/8, , 63, , , 3, 
2016/11/9, , 67, , , 1, 
2016/11/10, , 28, , , , 
2016/11/11, , 37, , , 1, 
2016/11/12, , 43, , , 1, 
2016/11/13, , 27, , , 3, 
2016/11/14, , 57, , , 4, 
2016/11/15, , 47, , , 5, 
2016/11/16, , 35, , , 7, 
2016/11/17, , 57, , , 10, 
2016/11/18, , 79, , , 8, 
2016/11/19, , 89, , , 10, 
2016/11/20, , 104, , , 12, 
2016/11/21, , 109, , , 14, 
2016/11/22, , 96, , , 12, 
2016/11/23, , 88, , , 10, 
2016/11/24, , 108, , , 7, 
2016/11/25, , 117, , , 6, 
2016/11/26, , 116, , , 7, 
2016/11/27, , 81, , , 3, 
2016/11/28, , 31, , , 2, 
2016/11/29, , 24, , , 3, 
2016/11/30, , 28, , , 4, 
2016/12/1, , 33, , , 7, 
2016/12/2, , 47, , , 7, 
2016/12/3, , 60, , , 10, 
2016/12/4, , 75, , , 13, 
2016/12/5, , 62, , , 11, 
2016/12/6, , 76, , , 13, 
2016/12/7, , 92, , , 7, 
2016/12/8, , 47, , , 12, 
2016/12/9, , 86, , , 19, 
2016/12/10, , 98, , , 12, 
2016/12/11, , 97, , , 8, 
2016/12/12, , 74, , , 15, 
2016/12/13, , 85, , , 5, 
2016/12/14, , 36, , , 13, 
2016/12/15, , 77, , , 8, 
2016/12/16, , 55, , , 6, 
2016/12/17, , 50, , , 15, 
2016/12/18, , 61, , , 19, 
2016/12/19, , 77, , , 24, 
2016/12/20, , 103, , , 11, 
2016/12/21, , 50, , , 6, 
2016/12/22, , 38, , , 13, 
2016/12/23, , 52, , , 14, 
2016/12/24, , 56, , , 10, 
2016/12/25, , 55, , , 11, 
2016/12/26, , 48, , , 9, 
2016/12/27, , 43, , , 13, 
2016/12/28, , 92, , , 4, 
2016/12/29, , 27, , , 6, 
2016/12/30, , 31, , , 9, 
2016/12/31, , 46, , , 9, 
2017/1/1, , 80, , , 11, 
2016/7/1, , 32, , , 3, 
2016/7/2, , 35, , , 1, 
2016/7/3, , 30, , , 1, 
2016/7/4, , 27, , , 2, 
2016/7/5, , 29, , , 2, 
2016/7/6, , 23, , , 1, 
2016/7/7, , 23, , , 1, 
2016/7/8, , 30, , , 3, 
2016/7/9, , 30, , , 2, 
2016/7/10, , 32, , , 2, 
2016/7/11, , 38, , , 2, 
2016/7/12, , 32, , , 2, 
2016/7/13, , 41, , , 2, 
2016/7/14, , 38, , , 3, 
2016/7/15, , 43, , , 3, 
2016/7/16, , 39, , , 1, 
2016/7/17, , 33, , , 1, 
2016/7/18, , 30, , , 3, 
2016/7/19, , 40, , , 9, 
2016/7/20, , 70, , , 1, 
2016/7/21, , 29, , , 1, 
2016/7/22, , 28, , , 2, 
2016/7/23, , 33, , , 1, 
2016/7/24, , 37, , , 1, 
2016/7/25, , 43, , , 1, 
2016/7/26, , 40, , , , 
2016/7/27, , 40, , , , 
2016/7/28, , 41, , , , 
2016/7/29, , 49, , , 1, 
2016/7/30, , 51, , , 1, 
2016/7/31, , 45, , , 1, 
2016/8/1, , 55, , , , 
2016/8/2, , 54, , , 1, 
2016/8/3, , 49, , , , 
2016/8/4, , 50, , , 2, 
2016/8/5, , 46, , , 1, 
2016/8/6, , 42, , , 1, 
2016/8/7, , 39, , , 2, 
2016/8/8, , 42, , , 2, 
2016/8/9, , 52, , , , 
2016/8/10, , 44, , , 1, 
2016/8/11, , 39, , , 1, 
2016/8/12, , 43, , , 1, 
2016/8/13, , 39, , , 1, 
2016/8/14, , 23, , , 3, 
2016/8/15, , 31, , , 4, 
2016/8/16, , 32, , , 4, 
2016/8/17, , 26, , , 4, 
2016/8/18, , 34, , , 4, 
2016/8/19, , 40, , , 1, 
2016/8/20, , 42, , , 1, 
2016/8/21, , 28, , , 1, 
2016/8/22, , 35, , , 2, 
2016/8/23, , 42, , , 2, 
2016/8/24, , 44, , , 1, 
2016/8/25, , 46, , , 2, 
2016/8/26, , 34, , , 2, 
2016/8/27, , 32, , , 2, 
2016/8/28, , 29, , , 3, 
2016/8/29, , 31, , , 3, 
2016/8/30, , 37, , , 2, 
2016/8/31, , 36, , , 3, 
2016/9/1, , 39, , , 4, 
2016/9/2, , 34, , , 4, 
2016/9/3, , 36, , , 2, 
2016/9/4, , 30, , , 3, 
2016/9/5, , 38, , , 2, 
2016/9/6, , 30, , , 3, 
2016/9/7, , 39, , , 3, 
2016/9/8, , 45, , , 3, 
2016/9/9, , 48, , , 4, 
2016/9/10, , 54, , , 1, 
2016/9/11, , 38, , , 1, 
2016/9/12, , 35, , , 2, 
2016/9/13, , 28, , , 2, 
2016/9/14, , 26, , , 2, 
2016/9/15, , 32, , , 2, 
2016/9/16, , 32, , , 4, 
2016/9/17, , 31, , , 3, 
2016/9/18, , 37, , , 2, 
2016/9/19, , 35, , , 1, 
2016/9/20, , 23, , , 2, 
2016/9/21, , 24, , , 8, 
2016/9/22, , 107, , , 3, 
2016/9/23, , 46, , , 3, 
2016/9/24, , 42, , , 3, 
2016/9/25, , 37, , , 4, 
2016/9/26, , 45, , , 4, 
2016/9/27, , 46, , , 3, 
2016/9/28, , 40, , , 6, 
2016/9/29, , 55, , , 8, 
2016/9/30, , 64, , , 6, 
2016/4/1, , 33, , , 7, 
2016/4/2, , 32, , , 5, 
2016/4/3, , 46, , , 7, 
2016/4/4, , 44, , , 6, 
2016/4/5, , 45, , , 7, 
2016/4/6, , 53, , , 4, 
2016/4/7, , 54, , , 3, 
2016/4/8, , 61, , , 2, 
2016/4/9, , 40, , , 1, 
2016/4/10, , 30, , , 1, 
2016/4/11, , 14, , , 2, 
2016/4/12, , 28, , , 2, 
2016/4/13, , 29, , , 1, 
2016/4/14, , 35, , , 1, 
2016/4/15, , 35, , , 2, 
2016/4/16, , 35, , , 1, 
2016/4/17, , 33, , , 4, 
2016/4/18, , 44, , , 2, 
2016/4/19, , 46, , , 2, 
2016/4/20, , 42, , , 1, 
2016/4/21, , 38, , , 3, 
2016/4/22, , 32, , , 2, 
2016/4/23, , 32, , , 1, 
2016/4/24, , 23, , , 1, 
2016/4/25, , 21, , , 1, 
2016/4/26, , 16, , , 2, 
2016/4/27, , 20, , , 3, 
2016/4/28, , 24, , , 3, 
2016/4/29, , 33, , , 4, 
2016/4/30, , 39, , , 4, 
2016/5/1, , 28, , , 3, 
2016/5/2, , 29, , , 1, 
2016/5/3, , 16, , , 1, 
2016/5/4, , 14, , , 2, 
2016/5/5, , 22, , , 2, 
2016/5/6, , 18, , , 2, 
2016/5/7, , 22, , , 2, 
2016/5/8, , 28, , , 5, 
2016/5/9, , 40, , , 13, 
2016/5/10, , 71, , , 5, 
2016/5/11, , 29, , , 2, 
2016/5/12, , 35, , , 1, 
2016/5/13, , 58, , , 1, 
2016/5/14, , 37, , , 1, 
2016/5/15, , 39, , , 1, 
2016/5/16, , 27, , , 1, 
2016/5/17, , 23, , , 2, 
2016/5/18, , 30, , , 3, 
2016/5/19, , 24, , , 2, 
2016/5/20, , 31, , , 2, 
2016/5/21, , 28, , , 2, 
2016/5/22, , 22, , , 2, 
2016/5/23, , 21, , , 2, 
2016/5/24, , 27, , , , 
2016/5/25, , 21, , , 2, 
2016/5/26, , 21, , , 5, 
2016/5/27, , 21, , , 2, 
2016/5/28, , 22, , , 3, 
2016/5/29, , 21, , , 2, 
2016/5/30, , 27, , , 2, 
2016/5/31, , 28, , , 2, 
2016/6/1, , 35, , , 2, 
2016/6/2, , 38, , , 2, 
2016/6/3, , 31, , , 2, 
2016/6/4, , 28, , , 4, 
2016/6/5, , 26, , , 2, 
2016/6/6, , 26, , , 3, 
2016/6/7, , 25, , , 2, 
2016/6/8, , 31, , , 3, 
2016/6/9, , 26, , , 4, 
2016/6/10, , 29, , , 3, 
2016/6/11, , 33, , , 3, 
2016/6/12, , 28, , , 2, 
2016/6/13, , 24, , , 1, 
2016/6/14, , 92, , , 1, 
2016/6/15, , 25, , , 2, 
2016/6/16, , 27, , , 3, 
2016/6/17, , 36, , , 4, 
2016/6/18, , 39, , , 4, 
2016/6/19, , 58, , , 3, 
2016/6/20, , 64, , , 3, 
2016/6/21, , 60, , , 3, 
2016/6/22, , 50, , , 1, 
2016/6/23, , 48, , , 2, 
2016/6/24, , 50, , , 4, 
2016/6/25, , 50, , , 1, 
2016/6/26, , 44, , , 1, 
2016/6/27, , 35, , , 2, 
2016/6/28, , 30, , , 1, 
2016/6/29, , 35, , , 2, 
2016/6/30, , 29, , , 2, 
2016/1/4, , 23, , , 24, 
2016/1/5, , 28, , , 23, 
2016/1/6, , 28, , , 25, 
2016/1/7, , 22, , , 23, 
2016/1/8, , 27, , , 24, 
2016/1/9, , 60, , , 26, 
2016/1/10, , 45, , , 26, 
2016/1/11, , 28, , , 26, 
2016/1/12, , 395, , , 24, 
2016/1/19, , 879, , , 19, 
2016/1/20, , 116, , , 10, 
2016/1/21, , 62, , , 11, 
2016/1/22, , 52, , , 7, 
2016/1/23, , 36, , , 5, 
2016/1/24, , 31, , , 7, 
2016/1/25, , 45, , , 10, 
2016/1/26, , 63, , , 9, 
2016/1/27, , 54, , , 11, 
2016/1/28, , 64, , , 14, 
2016/1/29, , 75, , , 12, 
2016/1/30, , 69, , , 10, 
2016/1/31, , 62, , , 9, 
2016/2/1, , 47, , , 8, 
2016/2/2, , 56, , , 13, 
2016/2/3, , 54, , , 13, 
2016/2/4, , 30, , , 14, 
2016/2/5, , 29, , , 4, 
2016/2/6, , 19, , , 5, 
2016/2/7, , 27, , , 9, 
2016/2/8, , 46, , , 15, 
2016/2/9, , 58, , , 13, 
2016/2/10, , 47, , , 6, 
2016/2/11, , 22, , , 6, 
2016/2/12, , 29, , , 1, 
2016/2/13, , 23, , , 3, 
2016/2/14, , 26, , , 6, 
2016/2/15, , 27, , , 4, 
2016/2/16, , 35, , , 5, 
2016/2/17, , 52, , , 14, 
2016/2/18, , 54, , , 1, 
2016/2/19, , 32, , , 1, 
2016/2/20, , 35, , , 6, 
2016/2/21, , 40, , , 5, 
2016/2/22, , 34, , , 11, 
2016/2/23, , 52, , , 6, 
2016/2/24, , 33, , , 1, 
2016/2/25, , 27, , , 7, 
2016/2/26, , 52, , , 1, 
2016/2/27, , 36, , , 6, 
2016/2/28, , 47, , , 3, 
2016/2/29, , 40, , , 2, 
2016/3/1, , 35, , , , 
2016/3/2, , 38, , , 2, 
2016/3/3, , 28, , , 14, 
2016/3/4, , 13, , , 3, 
2016/3/5, , 16, , , 4, 
2016/3/6, , 21, , , 4, 
2016/3/7, , 56, , , 5, 
2016/3/8, , 26, , , 8, 
2016/3/9, , 57, , , 8, 
2016/3/10, , 26, , , 1, 
2016/3/11, , 20, , , 1, 
2016/3/12, , 32, , , 1, 
2016/3/13, , 52, , , 1, 
2016/3/14, , 37, , , 1, 
2016/3/15, , 27, , , 1, 
2016/3/16, , 35, , , 1, 
2016/3/17, , 30, , , 1, 
2016/3/18, , 36, , , 2, 
2016/3/19, , 29, , , 1, 
2016/3/20, , 44, , , 1, 
2016/3/21, , 51, , , 1, 
2016/3/22, , 42, , , 2, 
2016/3/23, , 43, , , 1, 
2016/3/24, , 51, , , 1, 
2016/3/25, , 19, , , 3, 
2016/3/26, , 17, , , 3, 
2016/3/27, , 34, , , 2, 
2016/3/28, , 31, , , 5, 
2016/3/29, , 48, , , 6, 
2016/3/30, , 51, , , 10, 
2016/3/31, , 44, , , 4, 
2015/10/1, , 33, , , 5, 
2015/10/2, , 43, , , 6, 
2015/10/3, , 53, , , 5, 
2015/10/4, , 55, , , 5, 
2015/10/5, , 56, , , 6, 
2015/10/6, , 56, , , 7, 
2015/10/7, , 49, , , 8, 
2015/10/8, , 61, , , 7, 
2015/10/9, , 50, , , 7, 
2015/10/10, , 51, , , 6, 
2015/10/11, , 45, , , 4, 
2015/10/12, , 32, , , 6, 
2015/10/13, , 81, , , 6, 
2015/10/14, , 38, , , 9, 
2015/10/15, , 50, , , 8, 
2015/10/16, , 62, , , 9, 
2015/10/17, , 62, , , 8, 
2015/10/18, , 56, , , 9, 
2015/10/19, , 58, , , 7, 
2015/10/20, , 28, , , 7, 
2015/10/21, , 17, , , 7, 
2015/10/22, , 16, , , 7, 
2015/10/23, , 8, , , 7, 
2015/10/24, , 14, , , 7, 
2015/10/25, , 13, , , 9, 
2015/10/26, , 23, , , 10, 
2015/10/27, , 26, , , 8, 
2015/10/28, , 24, , , 9, 
2015/10/29, , 23, , , 9, 
2015/10/30, , 30, , , 8, 
2015/10/31, , 27, , , 7, 
2015/11/1, , 20, , , 9, 
2015/11/2, , 31, , , 11, 
2015/11/3, , 33, , , 14, 
2015/11/4, , 52, , , 11, 
2015/11/5, , 60, , , 14, 
2015/11/6, , 74, , , 13, 
2015/11/7, , 62, , , 11, 
2015/11/8, , 47, , , 12, 
2015/11/9, , 52, , , 21, 
2015/11/10, , 61, , , 22, 
2015/11/11, , 65, , , 23, 
2015/11/12, , 59, , , 24, 
2015/11/13, , 65, , , 24, 
2015/11/14, , 66, , , 22, 
2015/11/15, , 66, , , 26, 
2015/11/16, , 52, , , 22, 
2015/11/17, , 39, , , 23, 
2015/11/18, , 48, , , 24, 
2015/11/19, , 58, , , 27, 
2015/11/20, , 55, , , 28, 
2015/11/21, , 34, , , 26, 
2015/11/22, , 19, , , 24, 
2015/11/23, , 27, , , 21, 
2015/11/24, , 47, , , 25, 
2015/11/25, , 50, , , 20, 
2015/11/26, , 18, , , 24, 
2015/11/27, , 18, , , 20, 
2015/11/28, , 15, , , 23, 
2015/11/29, , 27, , , 23, 
2015/11/30, , 40, , , 24, 
2015/12/1, , 49, , , 26, 
2015/12/2, , 53, , , 25, 
2015/12/3, , 33, , , 25, 
2015/12/4, , 42, , , 27, 
2015/12/5, , 49, , , 36, 
2015/12/6, , 66, , , 33, 
2015/12/7, , 82, , , 36, 
2015/12/8, , 86, , , 33, 
2015/12/9, , 69, , , 32, 
2015/12/10, , 76, , , 31, 
2015/12/11, , 58, , , 26, 
2015/12/12, , 40, , , 25, 
2015/12/13, , 48, , , 25, 
2015/12/14, , 74, , , 30, 
2015/12/15, , 82, , , 30, 
2015/12/16, , 73, , , 27, 
2015/12/17, , 56, , , 26, 
2015/12/18, , 50, , , 27, 
2015/12/19, , 69, , , 29, 
2015/12/20, , 90, , , 29, 
2015/12/21, , 106, , , 29, 
2015/12/22, , 102, , , 31, 
2015/12/23, , 76, , , 30, 
2015/12/24, , 88, , , 28, 
2015/12/25, , 91, , , 27, 
2015/12/26, , 64, , , 26, 
2015/12/27, , 67, , , 25, 
2015/12/28, , 80, , , 27, 
2015/12/29, , 82, , , 24, 
2015/12/30, , 37, , , , 
2015/7/1, , 16, , , 6, 
2015/7/2, , 13, , , 5, 
2015/7/3, , 12, , , 6, 
2015/7/4, , 9, , , 6, 
2015/7/5, , 10, , , 5, 
2015/7/6, , 10, , , 5, 
2015/7/7, , 13, , , 6, 
2015/7/8, , 19, , , 6, 
2015/7/9, , 20, , , 6, 
2015/7/10, , 23, , , 6, 
2015/7/11, , 19, , , 6, 
2015/7/12, , 12, , , 6, 
2015/7/13, , 12, , , 7, 
2015/7/14, , 18, , , 6, 
2015/7/15, , 15, , , 6, 
2015/7/16, , 13, , , 6, 
2015/7/17, , 9, , , 7, 
2015/7/18, , 11, , , 7, 
2015/7/19, , 12, , , 8, 
2015/7/20, , 15, , , 9, 
2015/7/21, , 17, , , 9, 
2015/7/22, , 19, , , 10, 
2015/7/23, , 20, , , 8, 
2015/7/24, , 23, , , 9, 
2015/7/25, , 15, , , 8, 
2015/7/26, , 14, , , 7, 
2015/7/27, , 16, , , 3, 
2015/7/28, , 17, , , 4, 
2015/7/29, , 21, , , 3, 
2015/7/30, , 23, , , 4, 
2015/7/31, , 25, , , 2, 
2015/8/1, , 21, , , 3, 
2015/8/2, , 18, , , 3, 
2015/8/3, , 20, , , 3, 
2015/8/4, , 21, , , 4, 
2015/8/5, , 24, , , 3, 
2015/8/6, , 20, , , 4, 
2015/8/7, , 19, , , 4, 
2015/8/8, , 17, , , 4, 
2015/8/9, , 15, , , 3, 
2015/8/10, , 17, , , 3, 
2015/8/11, , 16, , , 4, 
2015/8/12, , 18, , , 4, 
2015/8/13, , 16, , , 4, 
2015/8/14, , 28, , , , 
2015/8/24, , 36, , , 3, 
2015/8/25, , 38, , , 1, 
2015/8/26, , 58, , 3, 1, 
2015/8/27, , 54, , 4, 2, 
2015/8/28, , 53, , 5, 2, 
2015/8/29, , 57, , 4, 1, 
2015/8/30, , 57, , 4, 2, 
2015/8/31, , 61, , 4, 2, 
2015/9/1, , 65, , 2, 1, 
2015/9/2, , 61, , , 2, 
2015/9/3, , 54, , , 2, 
2015/9/4, , 64, , , 2, 
2015/9/5, , 70, , , 2, 
2015/9/6, , 60, , , 3, 
2015/9/7, , 75, , , 2, 
2015/9/8, , 273, , , 3, 
2015/9/9, , 53, , , 3, 
2015/9/10, , 57, , , 3, 
2015/9/11, , 74, , , 3, 
2015/9/12, , 69, , , 3, 
2015/9/13, , 44, , , 3, 
2015/9/14, , 43, , , 4, 
2015/9/15, , 52, , , 4, 
2015/9/16, , 57, , , 4, 
2015/9/17, , 61, , , 3, 
2015/9/18, , 62, , , 4, 
2015/9/19, , 68, , , 2, 
2015/9/20, , 55, , , 4, 
2015/9/21, , 46, , , 2, 
2015/9/22, , 48, , , 3, 
2015/9/23, , 28, , , 2, 
2015/9/24, , 24, , , 3, 
2015/9/25, , 33, , , 3, 
2015/9/26, , 43, , , 4, 
2015/9/27, , 36, , , 3, 
2015/9/28, , 33, , , 4, 
2015/9/29, , 40, , , 3, 
2015/9/30, , 31, , , 4, 
2015/4/1, , 9, , , 4, 
2015/4/2, , 6, , , 3, 
2015/4/3, , 10, , , 4, 
2015/4/4, , 6, , , 4, 
2015/4/5, , 9, , , 4, 
2015/4/6, , 9, , , 4, 
2015/4/7, , 5, , , 3, 
2015/4/8, , 8, , , 1, 
2015/4/9, , 6, , , 2, 
2015/4/10, , 6, , , 2, 
2015/4/11, , 8, , , 5, 
2015/4/12, , 12, , , 4, 
2015/4/13, , 14, , , 4, 
2015/4/14, , 20, , , 4, 
2015/4/15, , 17, , , 5, 
2015/4/16, , 15, , , 4, 
2015/4/17, , 13, , , 4, 
2015/4/18, , 9, , , 4, 
2015/4/19, , 10, , , 5, 
2015/4/20, , 10, , , 5, 
2015/4/21, , 14, , , 4, 
2015/4/22, , 7, , , 4, 
2015/4/23, , 5, , , 4, 
2015/4/24, , 12, , , 5, 
2015/4/25, , 11, , , 5, 
2015/4/26, , 9, , , 5, 
2015/4/27, , 19, , , 5, 
2015/4/28, , 28, , , 5, 
2015/4/29, , 17, , , 5, 
2015/4/30, , 13, , , 5, 
2015/5/1, , 9, , , 5, 
2015/5/2, , 9, , , 5, 
2015/5/3, , 6, , , 5, 
2015/5/4, , 11, , , 5, 
2015/5/5, , 12, , , 5, 
2015/5/6, , 17, , , 5, 
2015/5/7, , 21, , , 6, 
2015/5/8, , 22, , , 5, 
2015/5/9, , 15, , , 6, 
2015/5/10, , 13, , , 6, 
2015/5/11, , 13, , , 6, 
2015/5/12, , 17, , , 6, 
2015/5/13, , 17, , , 6, 
2015/5/14, , 12, , , 6, 
2015/5/15, , 8, , , 6, 
2015/5/16, , 10, , , 6, 
2015/5/17, , 13, , , 7, 
2015/5/18, , 23, , , 7, 
2015/5/19, , 17, , , 6, 
2015/5/20, , 52, , , 5, 
2015/5/21, , 12, , , 6, 
2015/5/22, , 14, , , 6, 
2015/5/23, , 19, , , 5, 
2015/5/24, , 14, , , 5, 
2015/5/25, , 8, , , 5, 
2015/5/26, , 9, , , 4, 
2015/5/27, , 7, , , 5, 
2015/5/28, , 12, , , 5, 
2015/5/29, , 9, , , 6, 
2015/5/30, , 8, , , 6, 
2015/5/31, , 11, , , 7, 
2015/6/1, , 11, , , 7, 
2015/6/2, , 15, , , 9, 
2015/6/3, , 12, , , 16, 
2015/6/4, , 12, , , 14, 
2015/6/5, , 14, , , 5, 
2015/6/6, , 11, , , 5, 
2015/6/7, , 9, , , 5, 
2015/6/8, , 15, , , 5, 
2015/6/9, , 9, , , 6, 
2015/6/10, , 6, , , 7, 
2015/6/11, , 15, , , 6, 
2015/6/12, , 17, , , 6, 
2015/6/13, , 14, , , 7, 
2015/6/14, , 13, , , 22, 
2015/6/15, , 14, , , 5, 
2015/6/16, , 16, , , 5, 
2015/6/17, , 14, , , 5, 
2015/6/18, , 14, , , 4, 
2015/6/19, , 10, , , 4, 
2015/6/20, , 9, , , 4, 
2015/6/21, , 9, , , 4, 
2015/6/22, , 14, , , 4, 
2015/6/23, , 10, , , 5, 
2015/6/24, , 8, , , 5, 
2015/6/25, , 11, , , 5, 
2015/6/26, , 13, , , 5, 
2015/6/27, , 11, , , 5, 
2015/6/28, , 6, , , 5, 
2015/6/29, , 10, , , 5, 
2015/6/30, , 13, , , 6, 
2015/1/1, , 7, , , 6, 
2015/1/2, , 12, , , 8, 
2015/1/3, , 32, , , 7, 
2015/1/4, , 20, , , 6, 
2015/1/5, , 12, , , 4, 
2015/1/6, , 6, , , 4, 
2015/1/7, , 9, , , 3, 
2015/1/8, , 9, , , 8, 
2015/1/9, , 23, , , 8, 
2015/1/10, , 18, , , 9, 
2015/1/11, , 18, , , 10, 
2015/1/12, , 5, , , 6, 
2015/1/13, , 11, , , 9, 
2015/1/14, , 26, , , 5, 
2015/1/15, , 30, , , 5, 
2015/1/16, , 27, , , 7, 
2015/1/17, , 37, , , 7, 
2015/1/18, , 31, , , 8, 
2015/1/19, , 21, , , 5, 
2015/1/20, , 12, , , 4, 
2015/1/21, , 14, , , 4, 
2015/1/22, , 20, , , 4, 
2015/1/23, , 20, , , 3, 
2015/1/24, , 11, , , 2, 
2015/1/25, , 35, , , 2, 
2015/1/26, , 8, , , 2, 
2015/1/27, , 7, , , 2, 
2015/1/28, , 8, , , 2, 
2015/1/29, , 9, , , 6, 
2015/1/30, , 3, , , 6, 
2015/1/31, , 19, , , 7, 
2015/2/1, , 61, , , 3, 
2015/2/2, , 32, , , 2, 
2015/2/3, , 4, , , 2, 
2015/2/4, , 8, , , 2, 
2015/2/5, , 16, , , 3, 
2015/2/6, , 12, , , 3, 
2015/2/7, , 15, , , 3, 
2015/2/8, , 15, , , 3, 
2015/2/9, , 14, , , 3, 
2015/2/10, , 5, , , 11, 
2015/2/11, , 9, , , 14, 
2015/2/12, , 7, , , 10, 
2015/2/13, , 10, , , 11, 
2015/2/14, , 16, , , 11, 
2015/2/15, , 20, , , 11, 
2015/2/16, , 16, , , 9, 
2015/2/17, , 11, , , 8, 
2015/2/18, , 7, , , 9, 
2015/2/19, , 9, , , 11, 
2015/2/20, , 17, , , 10, 
2015/2/21, , 15, , , 11, 
2015/2/22, , 19, , , 7, 
2015/2/23, , 3, , , 3, 
2015/2/24, , 5, , , 2, 
2015/2/25, , 9, , , 2, 
2015/2/26, , 12, , , 2, 
2015/2/27, , 11, , , 2, 
2015/2/28, , 5, , , 2, 
2015/3/1, , 9, , , 2, 
2015/3/2, , 11, , , 2, 
2015/3/3, , 12, , , 3, 
2015/3/4, , 13, , , 7, 
2015/3/5, , 16, , , 6, 
2015/3/6, , 11, , , 4, 
2015/3/7, , 12, , , 3, 
2015/3/8, , 25, , , 4, 
2015/3/9, , 25, , , 3, 
2015/3/10, , 24, , , 3, 
2015/3/11, , 13, , , 3, 
2015/3/12, , 19, , , 3, 
2015/3/13, , 9, , , 2, 
2015/3/14, , 4, , , 3, 
2015/3/15, , 6, , , 3, 
2015/3/16, , 11, , , 3, 
2015/3/17, , 15, , , 3, 
2015/3/18, , 16, , , 3, 
2015/3/19, , 12, , , 4, 
2015/3/20, , 22, , , 3, 
2015/3/21, , 12, , , 3, 
2015/3/22, , 27, , , 4, 
2015/3/23, , 28, , , 6, 
2015/3/24, , 18, , , 5, 
2015/3/25, , 21, , , 4, 
2015/3/26, , 10, , , 5, 
2015/3/27, , 13, , , 6, 
2015/3/28, , 8, , , 5, 
2015/3/29, , 3, , , 4, 
2015/3/30, , 7, , , 6, 
2015/3/31, , 4, , , 3, 
2014/10/1, , 17, , , 7, 
2014/10/2, , 19, , , 4, 
2014/10/3, , 18, , , 3, 
2014/10/4, , 15, , , 3, 
2014/10/5, , 16, , , 2, 
2014/10/6, , 15, , , 2, 
2014/10/7, , 14, , , 4, 
2014/10/8, , 14, , , 4, 
2014/10/9, , 17, , , 5, 
2014/10/10, , 17, , , 4, 
2014/10/11, , 20, , , 3, 
2014/10/12, , 22, , , 3, 
2014/10/13, , 20, , , 3, 
2014/10/14, , 16, , , 3, 
2014/10/15, , 24, , , 3, 
2014/10/16, , 22, , , 2, 
2014/10/17, , 25, , , 3, 
2014/10/18, , 26, , , 2, 
2014/10/19, , 14, , , 3, 
2014/10/20, , 14, , , 6, 
2014/10/21, , 19, , , 3, 
2014/10/22, , 13, , , 1, 
2014/10/23, , 8, , , 1, 
2014/10/24, , 9, , , 1, 
2014/10/25, , 4, , , 1, 
2014/10/26, , 8, , , 2, 
2014/10/27, , 12, , , , 
2014/11/11, , 50, , , 3, 
2014/11/12, , 39, , , 2, 
2014/11/13, , 26, , , 2, 
2014/11/14, , 9, , , 3, 
2014/11/15, , 18, , , 3, 
2014/11/16, , 22, , , 2, 
2014/11/17, , 33, , , 2, 
2014/11/18, , 26, , , 3, 
2014/11/19, , 17, , , 3, 
2014/11/20, , 8, , , 3, 
2014/11/21, , 11, , , 4, 
2014/11/22, , 8, , , 3, 
2014/11/23, , 7, , , 4, 
2014/11/24, , 9, , , 4, 
2014/11/25, , 6, , , 4, 
2014/11/26, , 5, , , 5, 
2014/11/27, , 12, , , 7, 
2014/11/28, , 26, , , 8, 
2014/11/29, , 23, , , 4, 
2014/11/30, , 14, , , 4, 
2014/12/1, , 18, , , 4, 
2014/12/2, , 14, , , 4, 
2014/12/3, , 9, , , 3, 
2014/12/4, , 8, , , 4, 
2014/12/5, , 25, , , 4, 
2014/12/6, , 22, , , 3, 
2014/12/7, , 10, , , 3, 
2014/12/8, , 5, , , 3, 
2014/12/9, , 7, , , 3, 
2014/12/10, , 6, , , 3, 
2014/12/11, , 11, , , 3, 
2014/12/12, , 14, , , 4, 
