date, pm25, pm10, o3, no2, so2, co,Station
2024-05-26, , 24, , , 4, ,alsancak
2024-05-28, , 20, , , 4, ,alsancak
2024-05-30, , 18, , , 4, ,alsancak
2024-06-01, , 31, , , 4, ,alsancak
2024-06-06, , 37, 1, 40, 4, 12,alsancak
2024-06-13, , 51, , 34, 4, 5,alsancak
2024-06-16, , 15, , 24, 4, 5,alsancak
2024-06-21, , 29, , , 4, ,alsancak
2024-01-02, , 39, , , 3, ,alsancak
2024-01-16, , 34, , , 3, ,alsancak
2024-02-04, , 40, , 43, 4, 7,alsancak
2024-02-09, , 12, , 24, 3, ,alsancak
2024-02-11, , 8, 11, 19, 3, ,alsancak
2024-02-18, , 10, , 13, 3, ,alsancak
2024-03-06, , 22, , , 4, ,alsancak
2024-03-09, , 14, , , 4, ,alsancak
2024-03-11, , 15, , , 4, ,alsancak
2024-03-13, , 9, , , 4, ,alsancak
2024-03-18, , 14, , , 4, ,alsancak
2024-03-20, , 10, , , 4, ,alsancak
2024-03-25, , 11, , , 4, ,alsancak
2023-10-24, , 37, 5, 62, 3, ,alsancak
2023-11-20, , 70, 9, , 3, ,alsancak
2023-11-24, , 36, 12, , 3, ,alsancak
2023-12-07, , 37, 2, 41, 3, 6,alsancak
2023-12-10, , 74, 2, 58, 3, 15,alsancak
2022-06-23, , 23, , 2, 5, 6,alsancak
2022-06-17, , , , , 5, 6,alsancak
2022-06-18, , , , , 5, 5,alsancak
2022-06-19, , , , , 5, 6,alsancak
2022-06-20, , , , , 5, 6,alsancak
2022-06-21, , , , , 4, 6,alsancak
2022-06-22, , , , , 5, 7,alsancak
2024-07-02, 52, 24, 4, , 5, ,bayrakli
2024-07-03, 61, 21, 7, , 3, ,bayrakli
2024-07-04, 57, 20, 2, , 3, ,bayrakli
2024-07-05, 60, 10, 11, , 3, ,bayrakli
2024-07-06, 47, 12, 10, , 4, ,bayrakli
2024-07-07, 47, 17, 11, , 4, ,bayrakli
2024-07-08, 56, , , , , ,bayrakli
2024-07-10, 59, , , , , ,bayrakli
2024-07-13, 84, , 27, , , ,bayrakli
2024-07-14, 106, , 11, , , ,bayrakli
2024-07-15, 95, 19, 10, , 2, ,bayrakli
2024-07-16, 96, 29, 12, , 3, ,bayrakli
2024-07-17, 60, 30, 11, , 1, ,bayrakli
2024-07-18, 57, 33, 12, , 3, ,bayrakli
2024-07-19, 57, 33, 11, , 2, ,bayrakli
2024-07-20, 59, 36, 11, , 1, ,bayrakli
2024-07-21, 68, 40, 13, , 2, ,bayrakli
2024-07-22, 72, 36, 11, , 3, ,bayrakli
2024-07-23, 69, 28, 28, , 3, ,bayrakli
2024-07-24, 66, 19, 31, , 4, ,bayrakli
2024-07-25, 60, 21, 8, , 4, ,bayrakli
2024-07-26, 56, 16, 40, , 2, ,bayrakli
2024-07-27, 46, 15, 8, , 4, ,bayrakli
2024-07-28, 40, 25, 36, , 3, ,bayrakli
2024-07-29, 62, 22, 12, , 4, ,bayrakli
2024-07-30, 60, 19, 11, , 4, ,bayrakli
2024-07-31, 87, 17, 9, , 4, ,bayrakli
2024-08-01, 110, 15, 11, , 4, ,bayrakli
2024-08-02, 97, 23, 12, , 3, ,bayrakli
2024-08-03, 51, 29, 8, , 3, ,bayrakli
2024-08-04, 40, 31, 10, , 4, ,bayrakli
2024-08-05, 51, 27, 8, , 3, ,bayrakli
2024-08-06, 43, 23, 10, , 4, ,bayrakli
2024-08-07, 38, 19, 9, , 4, ,bayrakli
2024-08-08, 32, 14, 8, , 4, ,bayrakli
2024-08-09, 27, 13, 9, , 3, ,bayrakli
2024-08-10, 31, 15, 11, , 4, ,bayrakli
2024-08-11, 36, 18, 8, , 5, ,bayrakli
2024-08-12, 38, 22, 34, , 5, ,bayrakli
2024-08-13, 42, , , , , ,bayrakli
2024-08-15, 38, 27, 31, , 4, ,bayrakli
2024-08-16, 28, 27, 32, , 5, ,bayrakli
2024-08-17, 99, 24, 10, , 4, ,bayrakli
2024-08-18, 67, 27, 9, , 3, ,bayrakli
2024-08-19, 59, 36, 10, , 4, ,bayrakli
2024-08-20, 65, 33, 8, , 3, ,bayrakli
2024-08-21, 69, 25, 7, , 4, ,bayrakli
2024-08-22, 65, 28, 10, , 3, ,bayrakli
2024-08-23, 59, 27, 10, , 3, ,bayrakli
2024-08-24, 59, 24, 10, , 4, ,bayrakli
2024-08-25, 50, 23, 19, , 3, ,bayrakli
2024-08-26, 61, 27, 9, , 3, ,bayrakli
2024-08-27, 69, 27, 8, , 5, ,bayrakli
2024-08-28, 65, 31, 32, , 4, ,bayrakli
2024-08-29, 70, 31, 8, , 4, ,bayrakli
2024-08-30, 67, 28, 8, , 4, ,bayrakli
2024-08-31, 63, 28, 7, , 4, ,bayrakli
2024-09-01, 61, 25, 7, , 3, ,bayrakli
2024-09-02, 74, 36, 8, , 4, ,bayrakli
2024-09-03, 76, 41, 8, , 3, ,bayrakli
2024-09-04, 73, 51, 8, , 4, ,bayrakli
2024-09-05, 96, 47, 8, , 4, ,bayrakli
2024-09-06, 88, 48, 9, , 3, ,bayrakli
2024-09-07, 92, 40, 7, 44, 4, 9,bayrakli
2024-09-08, 76, 21, 8, 35, 3, 9,bayrakli
2024-09-09, 55, 30, 8, 40, 4, 10,bayrakli
2024-09-10, 63, 29, 7, 30, 3, 10,bayrakli
2024-09-11, 55, 22, 5, 31, 3, 11,bayrakli
2024-09-12, 57, 25, 12, 33, 2, 10,bayrakli
2024-09-13, 50, 21, , 18, 2, 10,bayrakli
2024-09-14, 52, 18, , , 2, ,bayrakli
2024-09-15, 48, 16, 6, , 2, ,bayrakli
2024-09-16, 37, 21, 7, , 3, ,bayrakli
2024-09-17, 48, 26, 8, , 5, ,bayrakli
2024-09-18, 56, 28, 8, , 4, ,bayrakli
2024-09-19, 65, 28, 7, , 5, ,bayrakli
2024-09-20, 64, , , , , ,bayrakli
2024-09-22, 47, 21, 10, , 4, ,bayrakli
2024-09-23, 56, 34, 8, , 5, ,bayrakli
2024-09-24, 79, 46, 9, , 6, ,bayrakli
2024-09-25, 88, 49, 9, , 6, ,bayrakli
2024-09-26, 92, 49, 10, , 5, ,bayrakli
2024-09-27, 87, 51, 10, , 5, ,bayrakli
2024-09-28, 93, 49, 8, , 5, ,bayrakli
2024-09-29, 117, 29, 5, , 5, ,bayrakli
2024-09-30, 72, 16, , , , ,bayrakli
2024-04-01, 35, 78, 5, , , ,bayrakli
2024-04-02, 36, , , , , ,bayrakli
2024-04-04, 29, 41, 11, , 4, ,bayrakli
2024-04-05, 17, 29, 15, , , ,bayrakli
2024-04-06, 14, 22, 10, , 3, ,bayrakli
2024-04-07, 16, 20, 12, , 3, ,bayrakli
2024-04-08, 14, 20, 12, , 3, ,bayrakli
2024-04-09, 15, 16, 5, , , ,bayrakli
2024-04-10, 15, 16, 7, , 3, ,bayrakli
2024-04-11, 14, 22, 9, , 3, ,bayrakli
2024-04-12, 18, , , , , ,bayrakli
2024-04-14, 16, 21, 10, , 3, ,bayrakli
2024-04-15, 17, , , , , ,bayrakli
2024-04-18, 19, 26, 9, , 3, ,bayrakli
2024-04-19, 18, , , , , ,bayrakli
2024-04-21, 9, , , , , ,bayrakli
2024-04-23, 21, , , , , ,bayrakli
2024-04-25, 11, 90, , , 4, ,bayrakli
2024-04-26, 9, 28, 14, , 4, ,bayrakli
2024-04-27, 38, 30, 11, , 3, ,bayrakli
2024-04-28, 51, 27, 8, , 3, ,bayrakli
2024-04-29, 53, 20, 7, , 4, ,bayrakli
2024-04-30, 45, 20, 9, , , ,bayrakli
2024-05-01, 50, 16, 10, 26, 4, 10,bayrakli
2024-05-02, 39, 15, 10, 28, , 11,bayrakli
2024-05-03, 37, 18, 10, 28, 3, 9,bayrakli
2024-05-04, 34, 11, 14, 38, 4, 8,bayrakli
2024-05-05, 30, 13, 11, 32, 3, 8,bayrakli
2024-05-06, 28, 25, 14, 26, 4, 12,bayrakli
2024-05-07, 42, 26, 5, 56, 4, 13,bayrakli
2024-05-08, 47, 33, 9, 38, 2, 10,bayrakli
2024-05-09, 48, 21, 7, 22, 3, 9,bayrakli
2024-05-10, 46, , , , , ,bayrakli
2024-05-12, 26, 17, 11, , 3, ,bayrakli
2024-05-13, 31, , , , , ,bayrakli
2024-05-15, 37, 25, 3, , 4, ,bayrakli
2024-05-16, 38, 41, , , , ,bayrakli
2024-05-17, 58, 50, , , 2, ,bayrakli
2024-05-18, 63, , , , , ,bayrakli
2024-05-20, 66, 44, , , 2, ,bayrakli
2024-05-21, 60, 37, 11, , 3, ,bayrakli
2024-05-22, 54, , , , , ,bayrakli
2024-05-24, 54, 22, , , 2, ,bayrakli
2024-05-25, 46, , , , , ,bayrakli
2024-05-27, 51, , , , , ,bayrakli
2024-05-29, 37, , , , , ,bayrakli
2024-05-31, 35, , , , , ,bayrakli
2024-06-02, 51, 45, 7, , 4, ,bayrakli
2024-06-03, 50, 47, 4, , 4, ,bayrakli
2024-06-04, 51, 50, , , 4, 2,bayrakli
2024-06-05, 56, , , , , ,bayrakli
2024-06-07, 55, 27, 12, 41, 5, 3,bayrakli
2024-06-08, 52, 18, 7, 22, 3, 3,bayrakli
2024-06-09, 39, 21, 11, 46, 3, 5,bayrakli
2024-06-10, 46, 26, 2, 39, 4, 5,bayrakli
2024-06-11, 49, 46, , 32, 4, 3,bayrakli
2024-06-12, 59, , , , , ,bayrakli
2024-06-14, 61, , , , , ,bayrakli
2024-06-17, 25, 11, 11, , 3, 7,bayrakli
2024-06-18, 28, 14, 11, , 3, ,bayrakli
2024-06-19, 29, 17, 11, , 3, ,bayrakli
2024-06-20, 31, , , , , ,bayrakli
2024-06-22, 44, 16, 12, , 3, ,bayrakli
2024-06-23, 36, 14, 6, , 3, ,bayrakli
2024-06-24, 32, , , , , ,bayrakli
2024-01-01, 112, , , , , ,bayrakli
2024-01-03, 87, 40, 7, , 5, ,bayrakli
2024-01-04, 66, 34, 3, , 5, ,bayrakli
2024-01-05, 69, 52, 10, , 5, ,bayrakli
2024-01-06, 86, 37, 13, , 3, ,bayrakli
2024-01-07, 57, 15, 9, , 2, ,bayrakli
2024-01-08, 35, 14, 6, , 4, ,bayrakli
2024-01-09, 39, 8, 11, , 2, ,bayrakli
2024-01-10, 24, 6, 9, , 2, ,bayrakli
2024-01-11, 17, 29, 16, , 6, ,bayrakli
2024-01-12, 59, 21, 14, , 5, ,bayrakli
2024-01-13, 47, 23, 8, , 12, ,bayrakli
2024-01-14, 47, 61, 6, , 8, ,bayrakli
2024-01-15, 100, , , , , ,bayrakli
2024-01-17, 69, 57, 7, 13, 4, 22,bayrakli
2024-01-18, 63, 23, 8, 21, 3, ,bayrakli
2024-01-19, 24, 35, 9, 20, 4, ,bayrakli
2024-01-20, 28, 32, 8, 13, 2, ,bayrakli
2024-01-21, 27, 8, 15, 14, 3, ,bayrakli
2024-01-22, 16, 13, 10, 27, 4, ,bayrakli
2024-01-23, 22, 29, 7, 23, 6, ,bayrakli
2024-01-24, 36, 27, 2, 42, 4, ,bayrakli
2024-01-25, 41, 53, 3, 38, 4, 12,bayrakli
2024-01-26, 76, 47, 10, 36, 5, 11,bayrakli
2024-01-27, 73, 23, 14, 19, 4, 10,bayrakli
2024-01-28, 43, 11, 5, 27, 3, 9,bayrakli
2024-01-29, 27, 12, 13, 9, 3, 9,bayrakli
2024-01-30, 19, 11, 13, 38, 3, 8,bayrakli
2024-01-31, 20, 12, 4, 28, 5, 8,bayrakli
2024-02-01, 25, 55, 5, 41, 6, 9,bayrakli
2024-02-02, 62, 60, 6, 40, , ,bayrakli
2024-02-03, 61, , , , , ,bayrakli
2024-02-05, 86, 56, 1, 28, 7, 1,bayrakli
2024-02-06, 72, 53, 10, 30, 2, ,bayrakli
2024-02-07, 56, , , , , ,bayrakli
2024-02-10, 30, , , , , ,bayrakli
2024-02-12, 18, 9, 5, 4, 3, 8,bayrakli
2024-02-13, 18, 27, 5, 28, 4, 6,bayrakli
2024-02-14, 38, 22, 3, 18, , 13,bayrakli
2024-02-15, 22, 5, 4, 13, 4, 8,bayrakli
2024-02-16, 14, 8, 7, 16, 4, 9,bayrakli
2024-02-17, 20, , , , , ,bayrakli
2024-02-19, 26, 39, 3, 18, 4, ,bayrakli
2024-02-20, 37, 54, , , 6, ,bayrakli
2024-02-21, 50, 43, 1, , 6, ,bayrakli
2024-02-22, 42, 47, 6, , 5, ,bayrakli
2024-02-23, 55, 50, 4, , 5, ,bayrakli
2024-02-24, 40, 38, 5, , 4, ,bayrakli
2024-02-25, 35, 42, 5, , 5, ,bayrakli
2024-02-26, 51, 33, 7, , 5, ,bayrakli
2024-02-27, 33, 44, 6, , 5, ,bayrakli
2024-02-28, 48, 54, 3, , 5, ,bayrakli
2024-02-29, 53, 61, 3, , 6, ,bayrakli
2024-03-01, 53, 55, 8, , 3, ,bayrakli
2024-03-02, 48, 31, 6, , 4, ,bayrakli
2024-03-03, 31, 39, 5, , 4, ,bayrakli
2024-03-04, 39, 39, 7, , 3, ,bayrakli
2024-03-05, 37, , , , , ,bayrakli
2024-03-07, 45, 30, 4, , 3, ,bayrakli
2024-03-08, 35, , , , , ,bayrakli
2024-03-10, 34, , , , , ,bayrakli
2024-03-12, 31, , , , , ,bayrakli
2024-03-14, 22, 28, 2, , 4, ,bayrakli
2024-03-15, 29, 33, 9, , 4, ,bayrakli
2024-03-16, 39, , , , , ,bayrakli
2024-03-19, 28, , , , , ,bayrakli
2024-03-21, 24, 22, 8, , 5, ,bayrakli
2024-03-22, 31, 21, 3, , 3, ,bayrakli
2024-03-23, 27, 37, 1, , 6, ,bayrakli
2024-03-24, 41, , , , , ,bayrakli
2024-03-26, 22, , , , , ,bayrakli
2023-10-01, 61, 32, 17, , 4, ,bayrakli
2023-10-02, 59, 32, 16, , 2, ,bayrakli
2023-10-03, 54, 28, 17, , 2, 1,bayrakli
2023-10-04, 54, 48, 19, 25, 2, 4,bayrakli
2023-10-05, 71, 59, 19, 71, 2, 5,bayrakli
2023-10-06, 89, 67, 15, 64, 2, 3,bayrakli
2023-10-07, 82, 50, 16, 51, 2, 4,bayrakli
2023-10-08, 76, 45, 12, 57, 2, ,bayrakli
2023-10-09, 84, 37, 13, 45, 2, ,bayrakli
2023-10-10, 85, 35, 13, 25, 2, ,bayrakli
2023-11-02, 84, , 10, 22, 3, 6,bayrakli
2023-11-03, 63, , 9, , 3, ,bayrakli
2023-11-04, 63, , 10, , 3, ,bayrakli
2023-11-05, 69, , 8, , 3, ,bayrakli
2023-11-06, 59, , 4, 46, 3, ,bayrakli
2023-11-07, 93, 75, 5, , 3, ,bayrakli
2023-11-08, 114, 71, 4, , 3, ,bayrakli
2023-11-09, 105, 47, 3, , 2, ,bayrakli
2023-11-10, 86, 35, 8, , 3, ,bayrakli
2023-11-11, 71, 27, 8, , 3, ,bayrakli
2023-11-12, 55, 21, 7, , 2, ,bayrakli
2023-11-13, 61, 14, 5, 81, 1, 15,bayrakli
2023-11-14, 53, 37, 9, , 3, ,bayrakli
2023-11-15, 71, 40, 8, , 2, ,bayrakli
2023-11-16, 59, 22, 2, , , ,bayrakli
2023-11-17, 47, , , , , ,bayrakli
2023-11-21, 115, 35, 10, , 8, 7,bayrakli
2023-11-22, 69, 27, 2, , 4, 15,bayrakli
2023-11-23, 65, , , , , ,bayrakli
2023-11-25, 74, 12, 10, , 3, 11,bayrakli
2023-11-26, 56, 13, 3, 55, 3, 13,bayrakli
2023-11-27, 63, 40, 9, 60, 4, 15,bayrakli
2023-11-28, 88, 25, 10, 21, 4, 15,bayrakli
2023-11-29, 65, 25, 8, 47, 4, 14,bayrakli
2023-11-30, 71, 49, 9, 23, 3, 3,bayrakli
2023-12-01, 79, 21, 12, 18, 7, 9,bayrakli
2023-12-02, 61, 19, 14, 19, 5, 5,bayrakli
2023-12-03, 64, 20, 10, , 2, 31,bayrakli
2023-12-04, 69, 21, 1, 93, 3, 36,bayrakli
2023-12-05, 69, 39, , 47, 3, 26,bayrakli
2023-12-06, 109, , , , , ,bayrakli
2023-12-08, 79, 7, 2, 73, , ,bayrakli
2023-12-09, 56, , , 63, , ,bayrakli
2023-12-11, 145, 58, 4, 105, 12, ,bayrakli
2023-12-12, 160, 66, 8, 76, 8, ,bayrakli
2023-12-13, 165, 52, 8, , 7, ,bayrakli
2023-12-14, 98, 17, 9, , 6, ,bayrakli
2023-12-15, 53, 14, 7, , 5, ,bayrakli
2023-12-16, 50, 7, 12, , 5, ,bayrakli
2023-12-17, 39, 10, 8, , 8, ,bayrakli
2023-12-18, 36, 52, 3, , 9, ,bayrakli
2023-12-19, 65, 93, , , 9, ,bayrakli
2023-12-20, 128, 55, 8, , 3, ,bayrakli
2023-12-21, 118, 34, 3, , 4, ,bayrakli
2023-12-22, 90, 26, 10, , 6, ,bayrakli
2023-12-23, 70, 38, 9, , 5, ,bayrakli
2023-12-24, 67, 47, 9, , 7, ,bayrakli
2023-12-25, 80, 53, 7, , 10, ,bayrakli
2023-12-26, 75, 58, 8, , 6, ,bayrakli
2023-12-27, 82, 58, 10, , 8, ,bayrakli
2023-12-28, 116, 68, 5, , 6, ,bayrakli
2023-12-29, 159, 82, 4, , 9, ,bayrakli
2023-12-30, 145, 69, 10, , 9, ,bayrakli
2023-12-31, 110, 54, 8, , , ,bayrakli
2023-07-01, 53, 37, 29, 37, 2, 17,bayrakli
2023-07-02, 68, 39, 29, 46, 1, 4,bayrakli
2023-07-03, 76, 52, 42, 55, 3, 6,bayrakli
2023-07-04, 137, 56, 39, 60, 5, 6,bayrakli
2023-07-05, 141, 81, 33, 59, 4, 5,bayrakli
2023-07-06, 150, 70, 33, 70, 2, 5,bayrakli
2023-07-07, 137, 46, 31, 51, 4, 8,bayrakli
2023-07-08, 104, 27, 29, 34, 2, 14,bayrakli
2023-07-09, 64, 24, 28, 52, 4, 75,bayrakli
2023-07-10, 50, 32, 34, 50, 4, 73,bayrakli
2023-07-11, 64, 43, 35, 57, 4, 5,bayrakli
2023-07-12, 98, 50, 42, 57, 5, 6,bayrakli
2023-07-13, 103, 54, 35, 82, 6, 15,bayrakli
2023-07-14, 123, 56, 38, 67, 6, 22,bayrakli
2023-07-15, 114, 47, 37, 43, 4, 16,bayrakli
2023-07-16, 82, 30, 35, , 3, ,bayrakli
2023-07-17, 61, 36, 32, 37, 12, ,bayrakli
2023-07-18, 65, 31, 32, 43, 3, 3,bayrakli
2023-07-19, 54, 32, 36, 48, 1, 5,bayrakli
2023-07-20, 63, 47, 40, , 3, ,bayrakli
2023-07-21, 88, 51, 37, , 2, ,bayrakli
2023-07-22, 114, 55, 32, , 2, ,bayrakli
2023-07-23, 112, 46, 31, 25, 2, 28,bayrakli
2023-07-24, 93, 27, 31, 27, 3, 28,bayrakli
2023-07-25, 64, 44, 34, 36, 4, 31,bayrakli
2023-07-26, 77, 57, 25, 37, 1, 1,bayrakli
2023-07-27, 83, 42, 28, 21, 3, 1,bayrakli
2023-07-28, 61, 33, 29, 23, 4, ,bayrakli
2023-07-29, 48, 29, 26, 19, 4, 1,bayrakli
2023-07-30, 42, 30, 28, 27, 3, 2,bayrakli
2023-07-31, 45, 30, 23, 27, 3, 2,bayrakli
2023-08-01, 54, 36, 31, 26, 3, 4,bayrakli
2023-08-02, 84, 43, 36, 32, 2, 5,bayrakli
2023-08-03, 72, 51, 35, 35, 2, 5,bayrakli
2023-08-04, 69, 54, 34, 27, 2, 6,bayrakli
2023-08-05, 77, 41, 25, 15, 2, 3,bayrakli
2023-08-06, 67, 31, 25, 24, 1, 4,bayrakli
2023-08-07, 48, 37, 32, 26, 2, 4,bayrakli
2023-08-08, 41, 41, 28, 23, 2, 3,bayrakli
2023-08-09, 57, 34, 23, 21, 2, 4,bayrakli
2023-08-10, 58, 33, 25, 12, 3, 3,bayrakli
2023-08-11, 53, 34, 24, 19, 2, 3,bayrakli
2023-08-12, 49, 38, 25, 15, 1, 4,bayrakli
2023-08-13, 56, 39, 29, 25, 2, 6,bayrakli
2023-08-14, 60, 47, 26, 22, 2, 7,bayrakli
2023-08-15, 68, 53, 25, 25, 2, 7,bayrakli
2023-08-16, 71, 53, 33, 26, 2, 7,bayrakli
2023-08-17, 76, 55, 35, 27, 4, 5,bayrakli
2023-08-18, 80, 54, 33, 26, 2, 5,bayrakli
2023-08-19, 79, 48, 29, 19, 3, 3,bayrakli
2023-08-20, 65, 38, 30, 34, 3, 2,bayrakli
2023-08-21, 56, 39, 29, 41, 4, 3,bayrakli
2023-08-22, 71, 47, 31, 54, 4, 10,bayrakli
2023-08-23, 75, 52, 34, 54, 3, 2,bayrakli
2023-08-24, 99, 49, 27, 57, 3, 2,bayrakli
2023-08-25, 71, 48, 31, 48, 2, 3,bayrakli
2023-08-26, 57, 48, 25, , 3, 14,bayrakli
2023-08-27, 61, 38, 26, 48, 2, 11,bayrakli
2023-08-28, 62, 46, 27, 35, 3, 9,bayrakli
2023-08-29, 62, 39, 20, 26, 2, 12,bayrakli
2023-08-30, 60, 38, 20, 32, 1, 13,bayrakli
2023-08-31, 57, 38, 20, 32, 5, 14,bayrakli
2023-09-01, 55, 41, 25, 14, 9, 14,bayrakli
2023-09-02, 58, 34, 26, 9, , 14,bayrakli
2023-09-03, 61, 28, 21, 20, 3, 15,bayrakli
2023-09-04, 55, 28, 14, 24, 1, 15,bayrakli
2023-09-05, 56, 36, 29, 37, 2, 19,bayrakli
2023-09-06, 65, 42, 24, 35, 3, 19,bayrakli
2023-09-07, 71, 36, 26, 25, 2, 17,bayrakli
2023-09-08, 60, 32, 23, 30, 4, 16,bayrakli
2023-09-09, 56, 34, 25, 22, 4, 16,bayrakli
2023-09-10, 53, 33, 21, 24, 4, 15,bayrakli
2023-09-11, 50, 31, 17, 35, 3, 16,bayrakli
2023-09-12, 41, 33, 19, 41, 3, 17,bayrakli
2023-09-13, 45, 44, 24, 43, 3, 18,bayrakli
2023-09-14, 52, 50, 22, 51, 4, 18,bayrakli
2023-09-15, 52, 50, 21, 36, 2, 18,bayrakli
2023-09-16, 53, 41, 21, 24, 3, 18,bayrakli
2023-09-17, 53, 37, 28, 32, 3, 19,bayrakli
2023-09-18, 51, 36, 20, 37, 3, 19,bayrakli
2023-09-19, 49, 42, 22, 39, 3, 14,bayrakli
2023-09-20, 49, 49, 21, 34, 2, 4,bayrakli
2023-09-21, 53, , 21, 35, 2, 5,bayrakli
2023-09-22, 62, , 4, 39, 2, 6,bayrakli
2023-09-23, 74, , , 38, 2, 6,bayrakli
2023-09-24, 73, , 21, 37, 2, 5,bayrakli
2023-09-25, 66, , 18, 24, 2, 4,bayrakli
2023-09-26, 66, 1, 16, 5, 2, 3,bayrakli
2023-09-27, 70, 1, 10, 5, 2, ,bayrakli
2023-09-28, 65, 35, 22, 3, 2, ,bayrakli
2023-09-29, 65, 48, 15, , 5, 1,bayrakli
2023-09-30, 74, 36, 16, , 2, ,bayrakli
2023-04-01, 53, 24, 18, 21, 7, 3,bayrakli
2023-04-02, 43, 25, 20, 31, 8, 4,bayrakli
2023-04-03, 46, 23, 17, 41, 7, 4,bayrakli
2023-04-04, 48, 15, 13, 49, 7, 6,bayrakli
2023-04-05, 57, 17, 11, 52, , 5,bayrakli
2023-04-06, 53, 22, 18, 40, 2, 4,bayrakli
2023-04-07, 58, 34, 19, 50, 5, 4,bayrakli
2023-04-08, 68, 49, 20, 50, 8, 5,bayrakli
2023-04-09, 82, 47, 15, 33, 5, 3,bayrakli
2023-04-10, 78, 24, 16, , 3, 1,bayrakli
2023-04-11, 50, 17, 17, , 2, 1,bayrakli
2023-04-12, 49, 24, 21, 20, 1, 15,bayrakli
2023-04-13, 29, 28, 18, 3, 3, 16,bayrakli
2023-04-14, 54, 28, 18, 3, 1, 16,bayrakli
2023-04-15, 56, 28, 19, 3, 3, 17,bayrakli
2023-04-16, 59, 26, 18, 3, 4, 18,bayrakli
2023-04-17, 60, 44, 18, 3, 2, 19,bayrakli
2023-04-18, 72, 33, 17, 3, 3, 17,bayrakli
2023-04-19, 59, 24, 19, 3, 2, 18,bayrakli
2023-04-20, 56, 20, 19, 3, 2, 17,bayrakli
2023-04-21, 54, 22, 21, 3, 2, 16,bayrakli
2023-04-22, 66, 29, 19, 3, 2, 16,bayrakli
2023-04-23, 69, 34, 22, 3, 1, 16,bayrakli
2023-04-24, 66, 34, 19, 3, 1, 15,bayrakli
2023-04-25, 57, 28, 19, 4, 2, 16,bayrakli
2023-04-26, 51, 20, 12, 3, 1, 17,bayrakli
2023-04-27, 35, 18, 12, 3, 1, 12,bayrakli
2023-04-28, 29, 22, 14, 3, 3, 11,bayrakli
2023-04-29, 25, 29, 14, 3, 3, 12,bayrakli
2023-04-30, 20, 40, 16, 3, 3, 15,bayrakli
2023-05-01, 15, 48, 19, 4, 3, 16,bayrakli
2023-05-02, 23, 52, 13, 4, 3, 15,bayrakli
2023-05-03, 72, 35, 12, 4, 2, 15,bayrakli
2023-05-04, 49, 29, 7, 4, 2, 19,bayrakli
2023-05-05, 55, 22, 15, 5, 2, 17,bayrakli
2023-05-06, 57, 21, 16, 5, 2, 14,bayrakli
2023-05-07, 54, 33, 16, 5, 2, 14,bayrakli
2023-05-08, 59, 45, 13, 5, 2, 15,bayrakli
2023-05-09, 65, 36, 12, 5, 2, 14,bayrakli
2023-05-10, 68, 34, 12, 5, 2, 9,bayrakli
2023-05-11, 67, 39, 9, 5, 2, 2,bayrakli
2023-05-12, 68, 33, 12, 5, 2, 2,bayrakli
2023-05-13, 67, 34, 17, 6, 3, 2,bayrakli
2023-05-14, 62, 42, 15, 10, 2, 4,bayrakli
2023-05-15, 69, 63, 12, , 2, ,bayrakli
2023-05-16, 92, 53, 14, , 2, ,bayrakli
2023-05-17, 73, 44, 16, 62, 2, 20,bayrakli
2023-05-18, 68, 32, 16, 41, 3, 11,bayrakli
2023-05-19, 58, 28, 15, 38, 2, 7,bayrakli
2023-05-20, 60, 28, 19, 53, 2, 9,bayrakli
2023-05-21, 63, 39, 15, 57, 2, 9,bayrakli
2023-05-22, 74, 37, 13, 55, 2, 8,bayrakli
2023-05-23, 67, 28, 14, 68, 2, 9,bayrakli
2023-05-24, 58, 37, 15, 73, 2, 8,bayrakli
2023-05-25, 62, 47, 17, 56, 2, 6,bayrakli
2023-05-26, 67, 50, 12, 59, 2, 30,bayrakli
2023-05-27, 68, 42, 13, 41, 3, 32,bayrakli
2023-05-28, 66, 31, 11, 54, 2, 32,bayrakli
2023-05-29, 63, 34, 8, 62, 3, 35,bayrakli
2023-05-30, 58, 43, 17, 68, 2, 29,bayrakli
2023-05-31, 76, 44, 25, 48, 2, 7,bayrakli
2023-06-01, 83, 44, 13, 59, 3, 9,bayrakli
2023-06-02, 79, 36, 23, , 2, 8,bayrakli
2023-06-03, 77, 40, 19, , 2, 6,bayrakli
2023-06-04, 75, 27, 18, 45, 2, 4,bayrakli
2023-06-05, 58, 31, 21, 47, 2, 6,bayrakli
2023-06-06, 58, 41, 23, 47, 3, 8,bayrakli
2023-06-07, 61, 50, 23, 46, 3, 8,bayrakli
2023-06-08, 71, 38, 23, 44, 2, 7,bayrakli
2023-06-09, 66, 38, , 48, 2, 7,bayrakli
2023-06-10, 67, 40, 20, 43, 3, 6,bayrakli
2023-06-11, 57, 40, 12, 46, 3, 6,bayrakli
2023-06-12, 58, 34, 10, 39, 2, 6,bayrakli
2023-06-13, 54, 33, 12, 40, 2, 5,bayrakli
2023-06-14, 51, 31, 19, 48, 2, 6,bayrakli
2023-06-15, 50, 47, 13, 58, 3, 7,bayrakli
2023-06-16, 64, 41, 15, 39, 1, 7,bayrakli
2023-06-17, 66, 43, 18, 35, 5, 7,bayrakli
2023-06-18, 71, 43, 27, 29, 4, 7,bayrakli
2023-06-19, 78, 39, 29, 46, 3, 7,bayrakli
