date, pm25, pm10, o3, no2, so2, co,Station
2023-06-20, 66, 34, 32, 41, 2, 5,bayrakli
2023-06-21, 61, 32, 30, 46, 3, 4,bayrakli
2023-06-22, 61, 45, 32, 63, 3, 7,bayrakli
2023-06-23, 77, 52, 39, 30, 3, 6,bayrakli
2023-06-24, 96, 53, 40, 50, 2, 4,bayrakli
2023-06-25, 96, 55, 33, 50, 2, 3,bayrakli
2023-06-26, 86, 37, 27, 34, 1, 1,bayrakli
2023-06-27, 69, 30, 29, 28, 1, 2,bayrakli
2023-06-28, 64, 32, 31, 35, 1, 2,bayrakli
2023-06-29, 67, 31, 28, 25, 2, 5,bayrakli
2023-06-30, 64, 27, 32, 33, 2, 16,bayrakli
2023-01-02, 170, 68, 6, 94, 12, 46,bayrakli
2023-01-03, 187, 79, 9, 81, 10, 45,bayrakli
2023-01-04, 200, 71, 7, 59, 12, 36,bayrakli
2023-01-05, 163, 73, 7, 81, 8, 44,bayrakli
2023-01-06, 181, 68, 8, 56, 10, 38,bayrakli
2023-01-07, 176, 63, 10, , 5, ,bayrakli
2023-01-08, 158, 61, 8, , 10, ,bayrakli
2023-01-09, 163, 59, 17, , , ,bayrakli
2023-01-10, 158, 21, 16, 66, 6, 16,bayrakli
2023-01-11, 70, 31, 6, 84, 10, 18,bayrakli
2023-01-12, 117, 54, 6, 89, 6, 22,bayrakli
2023-01-13, 171, 45, 4, 75, 6, 19,bayrakli
2023-01-14, 136, 58, 6, 69, 6, 20,bayrakli
2023-01-15, 158, 68, 8, 73, 4, 20,bayrakli
2023-01-16, 166, 53, 14, 48, 3, 16,bayrakli
2023-01-17, 140, 21, 15, 32, 6, 23,bayrakli
2023-01-18, 54, 19, 17, 39, 9, 33,bayrakli
2023-01-19, 51, 18, 16, 29, 7, 35,bayrakli
2023-01-20, 55, 32, 14, 27, 5, 36,bayrakli
2023-01-21, 78, 39, 12, 28, 7, 36,bayrakli
2023-01-22, 75, 39, 6, 35, 7, 37,bayrakli
2023-01-23, 143, 56, 8, 26, 4, 34,bayrakli
2023-01-24, 147, 46, 8, 21, 6, 29,bayrakli
2023-01-25, 123, 37, 8, 22, 11, 27,bayrakli
2023-01-26, 130, 51, 12, 20, 8, 28,bayrakli
2023-01-27, 113, 154, 9, 19, 15, 31,bayrakli
2023-01-28, 86, 68, 9, 20, 14, 32,bayrakli
2023-01-29, 128, 22, 8, 18, 11, 28,bayrakli
2023-01-30, 68, 28, 6, 18, 14, 26,bayrakli
2023-01-31, 76, 22, 6, 18, 12, 25,bayrakli
2023-02-01, 61, 34, 7, 17, 11, 28,bayrakli
2023-02-02, 105, 50, 4, 17, 9, 29,bayrakli
2023-02-03, 115, 35, 4, 15, 7, 31,bayrakli
2023-02-04, 105, 38, 7, 15, 5, 28,bayrakli
2023-02-05, 125, 13, 9, 14, 6, 26,bayrakli
2023-02-06, 39, 14, 11, 22, 5, 27,bayrakli
2023-02-07, 43, 16, 15, 37, 4, 27,bayrakli
2023-02-08, 54, 15, 14, 32, 6, 27,bayrakli
2023-02-09, 52, 15, 16, 17, 6, 28,bayrakli
2023-02-10, 58, 17, 14, 17, 7, 29,bayrakli
2023-02-11, 61, 27, , 18, 8, 33,bayrakli
2023-02-12, 69, 31, 11, 18, 6, 31,bayrakli
2023-02-13, 75, 24, 5, 20, 9, 34,bayrakli
2023-02-14, 64, 29, 10, 17, 5, 31,bayrakli
2023-02-15, 69, 22, 9, 18, 8, 31,bayrakli
2023-02-16, 55, 44, 16, 18, 9, 34,bayrakli
2023-02-17, 109, 53, 16, 26, 8, 36,bayrakli
2023-02-18, 115, 46, 18, 24, 6, 35,bayrakli
2023-02-19, 88, 27, 18, 25, 7, 38,bayrakli
2023-02-20, 67, 43, 16, , 9, ,bayrakli
2023-02-21, 97, 42, 18, 64, 8, 16,bayrakli
2023-02-22, 92, 41, 17, 77, 8, 18,bayrakli
2023-02-23, 97, 54, 17, 84, 8, 19,bayrakli
2023-02-24, 120, 48, 19, 42, 6, 15,bayrakli
2023-02-25, 102, 27, 18, 19, 8, 12,bayrakli
2023-02-26, 62, 29, 18, 32, 8, 11,bayrakli
2023-02-27, 49, 41, 14, 81, 9, 13,bayrakli
2023-02-28, 72, 58, 16, 71, 8, 14,bayrakli
2023-03-01, 113, 59, 12, 63, 9, 14,bayrakli
2023-03-02, 106, 50, 15, 51, 8, 13,bayrakli
2023-03-03, 88, 42, 13, 55, 9, 12,bayrakli
2023-03-04, 84, 36, 14, 42, 7, 12,bayrakli
2023-03-05, 76, 25, 17, 61, 7, 12,bayrakli
2023-03-06, 67, 24, 17, 45, 7, 10,bayrakli
2023-03-07, 63, 20, 19, 44, 8, 10,bayrakli
2023-03-08, 57, 22, 19, 52, 7, 11,bayrakli
2023-03-09, 52, 19, 18, 31, 7, 9,bayrakli
2023-03-10, 45, 18, 18, 27, 7, 9,bayrakli
2023-03-11, 42, 19, 16, 30, 8, 9,bayrakli
2023-03-12, 50, 17, 16, 33, 7, 5,bayrakli
2023-03-13, 50, 13, 15, 42, 7, 3,bayrakli
2023-03-14, 48, 26, 18, 55, 8, 6,bayrakli
2023-03-15, 79, 17, 17, 43, 8, 5,bayrakli
2023-03-16, 52, 13, 12, 50, 7, 6,bayrakli
2023-03-17, 53, 8, 13, 29, 7, 2,bayrakli
2023-03-18, 35, 8, 9, 27, 7, 2,bayrakli
2023-03-19, 36, 14, 15, 54, 8, 4,bayrakli
2023-03-20, 42, 43, 11, 87, 14, 11,bayrakli
2023-03-21, 95, 48, 14, 62, 9, 9,bayrakli
2023-03-22, 101, 27, 17, 56, 9, 8,bayrakli
2023-03-23, 65, 27, 18, 54, 8, 7,bayrakli
2023-03-24, 65, 38, 21, 60, 8, 8,bayrakli
2023-03-25, 87, 42, 21, 48, 7, 7,bayrakli
2023-03-26, 88, 33, 21, 35, 7, 7,bayrakli
2023-03-27, 69, 21, 20, 23, 6, 3,bayrakli
2023-03-28, 45, 9, 19, 30, 7, 1,bayrakli
2023-03-29, 24, 15, 19, 51, 8, 1,bayrakli
2023-03-30, 52, 25, 19, 41, 6, 1,bayrakli
2023-03-31, 71, 23, 19, 21, 7, 3,bayrakli
2022-10-01, 61, 55, 13, 18, 3, 9,bayrakli
2022-10-02, 66, 25, 13, 26, 5, 9,bayrakli
2022-10-03, 37, 19, 12, 14, 4, 10,bayrakli
2022-10-04, 28, 19, 15, 10, 2, 9,bayrakli
2022-10-05, 28, 19, 13, 16, 4, 12,bayrakli
2022-10-06, 28, 19, 12, 10, 3, 11,bayrakli
2022-10-07, 39, 19, 11, 13, 4, 11,bayrakli
2022-10-08, 41, 22, 12, 20, 4, 11,bayrakli
2022-10-09, 54, 28, 13, 33, 4, 10,bayrakli
2022-10-10, 60, 37, 14, 34, 5, 10,bayrakli
2022-10-11, 69, 50, 11, 30, 5, 10,bayrakli
2022-10-12, 86, 41, 10, 28, 5, 9,bayrakli
2022-10-13, 70, 32, 10, 28, 5, 11,bayrakli
2022-10-14, 61, 38, 11, 46, 4, 11,bayrakli
2022-10-15, 71, 29, 11, 31, 4, 9,bayrakli
2022-10-16, 66, 22, 10, 23, 4, 8,bayrakli
2022-10-17, 45, 19, 9, 30, 4, 11,bayrakli
2022-10-18, 42, 26, 11, 45, 4, 11,bayrakli
2022-10-19, 59, 38, 14, 52, 4, 9,bayrakli
2022-10-20, 81, 26, 12, 35, 4, 8,bayrakli
2022-10-21, 68, 19, 10, 52, 5, 9,bayrakli
2022-10-22, 43, , 11, 63, 5, 9,bayrakli
2022-10-23, 73, 34, 9, 81, 5, 15,bayrakli
2022-10-24, 95, 44, 9, 79, 6, 6,bayrakli
2022-10-25, 98, 53, 9, 84, 4, 9,bayrakli
2022-10-26, 111, 57, 10, 64, 6, 8,bayrakli
2022-10-27, 106, 36, 9, 58, 5, 9,bayrakli
2022-10-28, 72, 27, 9, 48, 4, 10,bayrakli
2022-10-29, 57, 23, 11, 58, 4, 9,bayrakli
2022-10-30, 55, 40, 13, 74, 5, 11,bayrakli
2022-10-31, 87, 38, 9, 74, 6, 11,bayrakli
2022-11-01, 76, 36, 8, 76, 5, 10,bayrakli
2022-11-02, 70, 52, 7, 89, 6, 9,bayrakli
2022-11-03, 110, 63, 8, 97, 5, 6,bayrakli
2022-11-04, 144, 65, 11, 70, 5, 4,bayrakli
2022-11-05, 137, 48, 8, 38, 4, 8,bayrakli
2022-11-06, 86, 35, 8, 54, 5, 11,bayrakli
2022-11-07, 71, 33, 8, 51, 5, 21,bayrakli
2022-11-08, 72, 25, 6, 54, 5, 22,bayrakli
2022-11-09, 61, 33, 10, 66, 6, 11,bayrakli
2022-11-10, 73, 48, 10, 71, 5, 10,bayrakli
2022-11-11, 97, 46, 9, 73, 5, 7,bayrakli
2022-11-12, 103, 61, 14, 90, 5, 10,bayrakli
2022-11-13, 155, 54, 11, 87, 5, 10,bayrakli
2022-11-14, 125, 50, 12, 88, 6, 11,bayrakli
2022-11-15, 113, 56, 14, 80, 5, 5,bayrakli
2022-11-16, 151, 49, 15, 56, 5, 8,bayrakli
2022-11-17, 137, 26, 15, 49, 6, 11,bayrakli
2022-11-18, 67, 35, 15, 46, 5, 12,bayrakli
2022-11-19, 68, 48, 14, 38, 6, 9,bayrakli
2022-11-20, 74, 51, 14, 46, 5, 9,bayrakli
2022-11-21, 65, 32, 15, 63, 5, 10,bayrakli
2022-11-22, 58, 17, 16, 52, 5, 11,bayrakli
2022-11-23, 44, 15, 14, 62, 5, 12,bayrakli
2022-11-24, 49, 20, 9, 67, 4, 9,bayrakli
2022-11-25, 67, 18, 12, 51, 5, 9,bayrakli
2022-11-26, 56, 17, 10, , 5, ,bayrakli
2022-11-27, 56, 27, 7, 67, 6, 13,bayrakli
2022-11-28, 76, 35, 5, 80, 6, 11,bayrakli
2022-11-29, 121, 66, 4, 77, 2, 16,bayrakli
2022-11-30, 154, 53, 8, 70, 4, 8,bayrakli
2022-12-01, 158, 33, 10, 73, 5, 10,bayrakli
2022-12-02, 99, 41, 8, 68, 3, 17,bayrakli
2022-12-03, 135, 32, 6, 65, 5, 8,bayrakli
2022-12-04, 85, 46, 7, 85, 6, 10,bayrakli
2022-12-05, 106, 59, 7, 87, 3, 11,bayrakli
2022-12-06, 127, 56, 7, 86, 3, 9,bayrakli
2022-12-07, 154, 65, 10, 87, 7, 9,bayrakli
2022-12-08, 163, 63, 11, 88, 6, 9,bayrakli
2022-12-09, 136, 52, 14, 59, 3, 10,bayrakli
2022-12-10, 96, 30, 15, 46, 4, 10,bayrakli
2022-12-11, 71, 25, 14, 81, 5, 11,bayrakli
2022-12-12, 59, 29, 14, 64, 5, 11,bayrakli
2022-12-13, 62, 32, 5, 55, 4, 11,bayrakli
2022-12-14, 76, 43, 11, 62, 6, 9,bayrakli
2022-12-15, 126, 49, 10, 68, 3, 10,bayrakli
2022-12-16, 99, 50, 13, 54, 5, 10,bayrakli
2022-12-17, 92, 52, 6, 35, 5, 23,bayrakli
2022-12-18, 86, 53, 10, 31, 3, 25,bayrakli
2022-12-19, 102, 15, 12, 28, 4, 21,bayrakli
2022-12-20, 44, 15, 12, 38, 7, 22,bayrakli
2022-12-21, 45, 44, 5, 73, 7, 29,bayrakli
2022-12-22, 103, 70, 4, 91, 2, 38,bayrakli
2022-12-23, 171, 75, 8, 90, 5, 42,bayrakli
2022-12-24, 188, 66, 11, 64, 4, 40,bayrakli
2022-12-25, 179, 31, 9, 75, 6, 16,bayrakli
2022-12-26, 96, 43, 6, 83, 5, 8,bayrakli
2022-12-27, 137, 64, 5, 91, 5, 6,bayrakli
2022-12-28, 177, 75, 6, 101, 3, 10,bayrakli
2022-12-29, 189, 88, 5, 97, 6, 9,bayrakli
2022-12-30, 235, 81, 7, 95, 8, 7,bayrakli
2022-12-31, 196, 81, 8, 92, 9, 16,bayrakli
2023-01-01, 187, 65, 7, 88, 8, 18,bayrakli
2022-07-01, 30, 24, , 29, 6, 5,bayrakli
2022-07-02, 39, 27, , 25, 6, 4,bayrakli
2022-07-03, 42, 27, , 32, 5, 5,bayrakli
2022-07-04, 36, 36, , 39, 5, 6,bayrakli
2022-07-05, 40, 45, , 37, 5, 5,bayrakli
2022-07-06, 41, 29, , 32, 6, 5,bayrakli
2022-07-07, 40, 24, , 35, 6, 6,bayrakli
2022-07-08, 42, 26, , 19, 6, 6,bayrakli
2022-07-09, 43, 21, , 17, 6, 5,bayrakli
2022-07-10, 37, 17, , 21, 6, 5,bayrakli
2022-07-11, 28, 22, , 22, 6, 6,bayrakli
2022-07-12, 32, 19, , 23, 6, 5,bayrakli
2022-07-13, 30, 23, , 20, 6, 5,bayrakli
2022-07-14, 29, 22, , 26, 6, 6,bayrakli
2022-07-15, 30, 19, , 24, 6, 6,bayrakli
2022-07-16, 24, 20, , 24, 6, 6,bayrakli
2022-07-17, 25, 30, , 25, 5, 6,bayrakli
2022-07-18, 31, 29, , 28, 6, 6,bayrakli
2022-07-19, 29, 21, , 34, 6, 7,bayrakli
2022-07-20, 28, 21, , 36, 6, 6,bayrakli
2022-07-21, 29, 23, , 38, 5, 5,bayrakli
2022-07-22, 30, 19, , 32, 6, 5,bayrakli
2022-07-23, 28, 20, , 35, 7, 5,bayrakli
2022-07-24, 30, 22, , 44, 2, 6,bayrakli
2022-07-25, 36, 25, , 37, 3, 7,bayrakli
2022-07-26, 41, 28, , 35, 5, 8,bayrakli
2022-07-27, 33, 34, , 43, 6, 5,bayrakli
2022-07-28, 36, 39, , 36, 6, 4,bayrakli
2022-07-29, 36, 35, , 32, 5, 4,bayrakli
2022-07-30, 36, 38, , 31, 6, 3,bayrakli
2022-07-31, 43, 37, , 40, 6, 3,bayrakli
2022-08-01, 46, 45, , 41, 6, 2,bayrakli
2022-08-02, 37, 38, , 43, 6, 2,bayrakli
2022-08-03, 29, 25, , 37, 4, 3,bayrakli
2022-08-04, 37, 47, , 40, 6, 3,bayrakli
2022-08-05, 38, 101, , 32, , 3,bayrakli
2022-08-06, 40, , , , , ,bayrakli
2022-08-10, 33, , 18, 34, , 2,bayrakli
2022-08-11, 42, , 19, 40, , 7,bayrakli
2022-08-12, 46, , 29, 34, , 7,bayrakli
2022-08-13, 52, , 24, 32, , 7,bayrakli
2022-08-14, 58, , 30, 37, , 7,bayrakli
2022-08-15, 52, 32, 27, 43, 1, 8,bayrakli
2022-08-16, 34, 36, 24, 48, 5, 8,bayrakli
2022-08-17, 44, 35, 31, 42, 10, 8,bayrakli
2022-08-18, 47, 27, 27, 37, 6, 7,bayrakli
2022-08-19, 50, 32, 25, 37, , 7,bayrakli
2022-08-20, 37, , 29, 36, , 8,bayrakli
2022-08-21, 47, 37, 23, 42, 11, 11,bayrakli
2022-08-22, 47, 33, 22, 25, 8, 26,bayrakli
2022-08-23, 44, 30, 16, 21, 9, 16,bayrakli
2022-08-24, 44, 37, 19, 18, 9, 15,bayrakli
2022-08-25, 48, 36, 18, 18, 9, 15,bayrakli
2022-08-26, 47, 34, 22, 14, 9, 13,bayrakli
2022-08-27, 40, 40, 29, 14, 9, 12,bayrakli
2022-08-28, 45, 53, 28, 16, 10, 13,bayrakli
2022-08-29, 63, 59, 31, 16, 9, 12,bayrakli
2022-08-30, 55, 56, 24, 19, 10, 13,bayrakli
2022-08-31, 66, 45, 28, 18, 10, 12,bayrakli
2022-09-01, 75, 41, 28, 17, 10, 2,bayrakli
2022-09-02, 34, 41, 22, 13, 10, 2,bayrakli
2022-09-03, 9, 38, 23, 9, 10, 3,bayrakli
2022-09-04, 5, 29, 20, 13, 10, ,bayrakli
2022-09-05, 7, 29, 21, 14, 10, ,bayrakli
2022-09-06, 34, 20, 25, 19, 10, 26,bayrakli
2022-09-07, 42, 27, 22, 29, 8, 15,bayrakli
2022-09-08, 58, 33, 25, 27, 4, 10,bayrakli
2022-09-09, 57, 42, 21, 35, 5, 7,bayrakli
2022-09-10, 70, 50, 21, 26, 5, 9,bayrakli
2022-09-11, 74, 43, 20, 26, 5, 9,bayrakli
2022-09-12, 75, 26, 22, 19, 4, 8,bayrakli
2022-09-13, 51, 20, 21, 22, 4, 11,bayrakli
2022-09-14, 39, 29, 24, 36, 5, 9,bayrakli
2022-09-15, 54, 39, 20, 45, 5, 7,bayrakli
2022-09-16, 63, 40, 18, 30, 5, 10,bayrakli
2022-09-17, 54, 27, 16, 18, 5, 11,bayrakli
2022-09-18, 46, 25, 18, 21, 5, 10,bayrakli
2022-09-19, 44, 30, 19, 27, 5, 10,bayrakli
2022-09-20, 45, 30, 18, 26, 4, 10,bayrakli
2022-09-21, 46, 23, 17, 20, 4, 10,bayrakli
2022-09-22, 40, 14, 16, 21, 4, 10,bayrakli
2022-09-23, 25, 15, 13, 25, 4, 13,bayrakli
2022-09-24, 29, 27, 14, 26, 4, 10,bayrakli
2022-09-25, 45, 34, 12, 38, 6, 9,bayrakli
2022-09-26, 61, 30, 11, 16, 4, 10,bayrakli
2022-09-27, 52, 25, 10, 19, 4, 11,bayrakli
2022-09-28, 42, 27, 12, 16, 5, 10,bayrakli
2022-09-29, 42, 31, 10, 27, 5, 12,bayrakli
2022-09-30, 48, 48, 11, 34, 6, 11,bayrakli
2022-04-01, 105, 65, , 20, 2, 10,bayrakli
2022-04-02, 124, 78, , 18, 1, 10,bayrakli
2022-04-03, 146, 32, , 33, 3, 11,bayrakli
2022-04-04, 71, 33, , 40, 2, 14,bayrakli
2022-04-05, 74, 51, , 41, 2, 13,bayrakli
2022-04-06, 96, 54, , 41, 3, 13,bayrakli
2022-04-07, 114, 61, , 33, 2, 12,bayrakli
2022-04-08, 125, 24, , 30, 2, 12,bayrakli
2022-04-09, 63, 20, , 15, 2, 11,bayrakli
2022-04-10, 55, 13, , 21, , 10,bayrakli
2022-04-11, 51, 7, , 36, , 11,bayrakli
2022-04-12, 54, 18, , 44, 3, 12,bayrakli
2022-04-13, 71, 14, , 30, 2, 10,bayrakli
2022-04-14, 67, 22, , 46, 2, 12,bayrakli
2022-04-15, 76, 44, , 58, 4, 15,bayrakli
2022-04-16, 109, 51, , 44, 3, 14,bayrakli
2022-04-17, 142, 40, , 32, 3, 13,bayrakli
2022-04-18, 117, 25, , 33, 3, 12,bayrakli
2022-04-19, 91, 20, , 39, 3, 12,bayrakli
2022-04-20, 83, 17, , 32, 4, 12,bayrakli
2022-04-21, 68, 24, , 45, 4, 13,bayrakli
2022-04-22, 88, 30, , 35, , 12,bayrakli
2022-04-23, 87, 29, , 38, , 13,bayrakli
2022-04-24, 81, 46, , 43, , 12,bayrakli
2022-04-25, 97, 42, , 42, 3, 9,bayrakli
2022-04-26, 90, 48, , 29, , 10,bayrakli
2022-04-27, 92, 54, , 27, 3, 10,bayrakli
2022-04-28, 98, 41, , 27, 3, 10,bayrakli
2022-04-29, 87, 31, , 24, , 10,bayrakli
2022-04-30, 82, 23, , 17, , 9,bayrakli
2022-05-01, 85, 20, , 15, , 9,bayrakli
2022-05-02, 81, 35, , 13, , 10,bayrakli
2022-05-03, 105, 25, , 12, , 9,bayrakli
2022-05-04, 79, 10, , 15, , 9,bayrakli
2022-05-05, 55, 19, , 15, , 9,bayrakli
2022-05-06, 62, 20, , 15, , 9,bayrakli
2022-05-07, 66, 19, , 20, , 10,bayrakli
2022-05-08, 68, 26, , 23, , 11,bayrakli
2022-05-09, 69, 23, , 24, 1, 11,bayrakli
2022-05-10, 58, 30, , 26, 1, 11,bayrakli
2022-05-11, 65, 29, , 30, 2, 10,bayrakli
2022-05-12, 74, 38, , 45, 2, 7,bayrakli
2022-05-13, 83, 35, , 34, 2, 6,bayrakli
2022-05-14, 73, 32, , 29, 2, 5,bayrakli
2022-05-15, 70, 33, , 34, 2, 6,bayrakli
2022-05-16, 83, 37, , 38, 2, 7,bayrakli
2022-05-17, 64, 37, , 39, 2, 6,bayrakli
2022-05-18, 61, 22, , 15, 1, 4,bayrakli
2022-05-19, 43, 12, , 19, 3, 4,bayrakli
2022-05-20, 25, 17, , 33, 2, 5,bayrakli
2022-05-21, 31, 25, , 32, 2, 6,bayrakli
2022-05-22, 38, 26, , 33, 2, 6,bayrakli
2022-05-23, 32, 35, , 39, 2, 7,bayrakli
2022-05-24, 41, 50, , 39, 3, 6,bayrakli
2022-05-25, 48, 31, , 38, 3, 7,bayrakli
2022-05-26, 50, 38, , 38, 3, 7,bayrakli
2022-05-27, 52, 46, , 38, , 7,bayrakli
2022-05-28, 61, , , 31, , 6,bayrakli
2022-05-29, 63, 35, , 28, 4, 5,bayrakli
2022-05-30, 46, 33, , 32, 3, 6,bayrakli
2022-05-31, 36, 33, , 30, 4, 5,bayrakli
2022-06-01, 42, 30, , 32, 3, 6,bayrakli
2022-06-02, 47, 32, , 24, 3, 5,bayrakli
2022-06-03, 48, 30, , 22, 3, 5,bayrakli
2022-06-04, 48, 31, , 23, 3, 5,bayrakli
2022-06-05, 48, 28, , 31, 3, 6,bayrakli
2022-06-06, 43, 24, , 24, 4, 5,bayrakli
2022-06-07, 41, 16, , 26, 3, 5,bayrakli
2022-06-08, 30, 23, , 33, 3, 6,bayrakli
2022-06-09, 34, 23, , 29, 5, 5,bayrakli
2022-06-10, 34, 23, , 28, 6, 6,bayrakli
2022-06-11, 36, 32, , 23, 5, 6,bayrakli
2022-06-12, 47, 19, , 30, 5, 6,bayrakli
2022-06-13, 34, 22, , 31, 4, 6,bayrakli
2022-06-14, 38, 24, , 36, 5, 6,bayrakli
2022-06-15, 40, 26, , , 5, ,bayrakli
2022-06-24, 4, 22, , 2, 5, 5,bayrakli
2022-06-25, 4, 29, , 4, 5, 6,bayrakli
2022-06-26, 4, 20, , 2, 5, 5,bayrakli
2022-06-27, 4, 16, , 3, 5, 5,bayrakli
2022-06-28, 12, 18, , 26, 6, 5,bayrakli
2022-06-29, 25, 19, , 29, 6, 5,bayrakli
2022-06-30, 29, 19, , 34, 5, 5,bayrakli
2022-01-03, 134, 55, , 47, 3, 15,bayrakli
2022-01-04, 161, 50, , 31, 2, 13,bayrakli
2022-01-05, 154, 21, , 24, 2, 10,bayrakli
2022-01-06, 84, 22, , 51, 3, 13,bayrakli
2022-01-07, 85, 42, , 44, 3, 16,bayrakli
2022-01-08, 156, 33, , 21, 2, 11,bayrakli
2022-01-09, 112, 28, , 38, 3, 13,bayrakli
2022-01-10, 107, 26, , 29, 2, 13,bayrakli
2022-01-11, 149, 21, , 29, 2, 13,bayrakli
2022-01-12, 117, 9, , 17, 2, 10,bayrakli
2022-01-13, 51, 14, , 45, 3, 12,bayrakli
2022-01-14, 62, 50, , 51, 4, 20,bayrakli
2022-01-15, 162, 26, , 25, 2, 12,bayrakli
2022-01-16, 87, 27, , 44, 4, 15,bayrakli
2022-01-17, 114, 33, , 26, 4, 13,bayrakli
2022-01-18, 147, 23, , 30, 4, 11,bayrakli
2022-01-19, 79, 27, , 41, 6, 13,bayrakli
2022-01-20, 125, 52, , 33, 4, 14,bayrakli
2022-01-21, 167, 36, , 32, 3, 14,bayrakli
2022-01-22, 130, 20, , 21, 3, 11,bayrakli
2022-01-23, 89, 29, , 17, 4, 12,bayrakli
2022-01-24, 96, 454, , 20, 4, 12,bayrakli
2022-01-25, 79, 110, , 27, 4, 12,bayrakli
2022-01-26, 81, 26, , 57, 6, 15,bayrakli
2022-01-27, 112, 47, , 54, 6, 18,bayrakli
2022-01-28, 163, 54, , 41, 5, 17,bayrakli
2022-01-29, 185, 40, , 40, 5, 16,bayrakli
2022-01-30, 165, 53, , 53, 4, 18,bayrakli
2022-01-31, 182, 54, , 37, 5, 6,bayrakli
2022-02-01, 167, 30, , 16, 4, 2,bayrakli
2022-02-02, 117, 17, , 33, 5, 6,bayrakli
2022-02-03, 85, 12, , 21, 3, 5,bayrakli
2022-02-04, 60, 26, , 49, 7, 9,bayrakli
2022-02-05, 88, 60, , 56, 6, 12,bayrakli
2022-02-06, 175, 65, , 49, 8, 14,bayrakli
2022-02-07, 174, 35, , 26, , 7,bayrakli
2022-02-08, 93, 10, , 23, , 6,bayrakli
2022-02-09, 40, 27, , 32, 2, 7,bayrakli
2022-02-10, 52, 49, , 63, 2, 11,bayrakli
2022-02-11, 79, 68, , 65, 3, 16,bayrakli
2022-02-12, 177, 62, , 44, 2, 13,bayrakli
2022-02-13, 157, 44, , 36, 2, 9,bayrakli
2022-02-14, 133, 42, , 57, 3, 12,bayrakli
2022-02-15, 126, 60, , 65, 4, 14,bayrakli
2022-02-16, 171, 76, , 72, 4, 17,bayrakli
2022-02-17, 189, 62, , 44, 3, 14,bayrakli
2022-02-18, 166, 40, , 50, 1, 11,bayrakli
2022-02-19, 108, 47, , 47, 3, 14,bayrakli
2022-02-20, 146, 46, , 32, 2, 11,bayrakli
2022-02-21, 113, 32, , 29, 2, 11,bayrakli
2022-02-22, 80, 24, , 47, 1, 64,bayrakli
2022-02-23, 84, 32, , 31, , 65,bayrakli
2022-02-24, 78, 14, , 26, 1, 63,bayrakli
2022-02-25, 52, 25, , 51, 1, 67,bayrakli
2022-02-26, 90, 49, , 37, 2, 68,bayrakli
2022-02-27, 148, 32, , 41, 3, 55,bayrakli
2022-02-28, 88, 21, , 34, 1, 12,bayrakli
2022-03-01, 65, 34, , 39, 2, 8,bayrakli
2022-03-02, 81, 347, , 33, 1, 7,bayrakli
2022-03-03, 72, 127, , 43, 3, 9,bayrakli
2022-03-04, 126, 51, , 41, 4, 10,bayrakli
2022-03-05, 151, 35, , 32, 2, 9,bayrakli
2022-03-06, 128, 28, , 48, 2, 10,bayrakli
2022-03-07, 91, 35, , 45, 1, 10,bayrakli
2022-03-08, 111, 24, , 23, 1, 7,bayrakli
2022-03-09, 101, 12, , 22, 2, 6,bayrakli
2022-03-10, 66, 8, , 22, 1, 6,bayrakli
2022-03-11, 45, 12, , 21, 2, 6,bayrakli
2022-03-12, 56, 17, , 26, 2, 7,bayrakli
2022-03-13, 69, 158, , 36, 2, 9,bayrakli
2022-03-14, 63, 657, , 32, 3, 7,bayrakli
2022-03-15, 68, 60, , 47, 5, 10,bayrakli
2022-03-16, 106, 97, , 43, 2, 11,bayrakli
2022-03-17, 145, 63, , 21, 1, 7,bayrakli
2022-03-18, 105, 44, , 20, 2, 8,bayrakli
2022-03-19, 60, 29, , 15, 1, 7,bayrakli
2022-03-20, 59, 32, , 17, 1, 7,bayrakli
2022-03-21, 56, 40, , 21, 2, 8,bayrakli
2022-03-22, 64, 37, , 20, 3, 8,bayrakli
2022-03-23, 80, 21, , 25, 2, 8,bayrakli
2022-03-24, 71, 42, , 53, 2, 14,bayrakli
2022-03-25, 141, 45, , 46, 2, 13,bayrakli
2022-03-26, 153, 36, , 36, 2, 12,bayrakli
2022-03-27, 133, 46, , 48, 2, 13,bayrakli
2022-03-28, 152, 49, , 42, 2, 12,bayrakli
2022-03-29, 146, 43, , 41, 1, 13,bayrakli
2022-03-30, 128, 31, , 28, 1, 11,bayrakli
2022-03-31, 92, 53, , 19, 2, 10,bayrakli
2022-01-01, 143, 65, , 46, 3, 18,bayrakli
2022-01-02, 186, 34, , 51, 3, 15,bayrakli
2024-10-01, , 16, , , , ,bayrakli
2024-07-01, , 16, 12, , 4, ,bayrakli
2024-07-09, , 28, 13, 3, 6, ,bayrakli
2024-07-12, , 23, 33, , , ,bayrakli
2024-08-14, , 27, 10, , 4, ,bayrakli
2024-09-21, , 18, 10, , 5, ,bayrakli
2024-03-31, , 65, 6, , 5, ,bayrakli
2024-04-03, , 58, 2, , 3, ,bayrakli
2024-04-13, , 23, 12, , 3, ,bayrakli
2024-04-17, , 29, 8, , , ,bayrakli
2024-04-20, , 10, 12, 17, 2, 10,bayrakli
2024-04-22, , 50, 12, 22, 4, 10,bayrakli
2024-04-24, , 62, , , , ,bayrakli
2024-05-11, , 10, 14, , 3, ,bayrakli
2024-05-14, , 23, 7, , , ,bayrakli
